physician_providercode,physiciancode,providercode,physicianname,specialization,total_unique_patient_cnt,total_claim_count,all_claims_sum_of_util,ave_12_month_util_per_patient,opl_unique_px_cnt_at_least_one,opl_unique_px_count_at_least_one_pct,opl_ave_claims_per_px_at_least_one,opl_total_claims,opl_ave_cost_per_claim_per_px_at_least_one,opl_sum_of_util,opl_ave_twelve_month_util_per_px,inp_unique_px_count_at_least_one,inp_unique_px_count_at_least_one_pct,inp_ave_claims_per_px_at_least_one,inp_total_claims,inp_ave_cost_per_claim_per_px_at_least_one,inp_sum_of_util,inp_ave_twelve_month_util_per_px,others_unique_px_count_at_least_one,others_unique_px_count_at_least_one_pct,others_ave_claims_per_px_at_least_one,others_total_claims,others_ave_cost_per_claim_per_px_at_least_one,others_sum_of_util,others_ave_twelve_month_util_per_px,total_philhealth,ave_philhealth_claim
4729 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,4729,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,WILSON LIM TAN DE GUZMAN,Interventional Cardiology,19,83,330134.22,17375.49,11,0.58,2.36,26,6558.82,170529.24,8975.22,1,0.05,1,1,130504.98,130504.98,6868.68,16,0.84,3.5,56,519.64,29100,1531.58,31080,1635.79
90011321 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90011321,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,JOEL DEL ROSARIO SABANGAN,Cardiology,73,371,1267200.97,17358.92,57,0.78,2.53,144,4151.89,597871.81,8190.02,3,0.04,1,3,149677.59,449032.77,6151.13,72,0.99,3.11,224,983.47,220296.39,3017.76,82770,1133.84
90019401 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90019401,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,LENDRY LAGSA QUIZON,Cardiology,53,252,916096.66,17284.84,40,0.76,2.8,112,5590.4,626124.32,11813.67,2,0.04,1,2,85635.09,171270.18,3231.51,51,0.96,2.71,138,860.16,118702.16,2239.66,84440,1593.21
100528 - MAKATI MEDICAL CENTER,100528,MAKATI MEDICAL CENTER,JASMIN MELISSA BALLEN BERNARDO,Cardiology,32,113,551452.11,17232.88,25,0.78,2.44,61,7303.96,445541.28,13923.17,1,0.03,1,1,38930.71,38930.71,1216.58,29,0.91,1.76,51,1313.34,66980.12,2093.13,19550,610.94
3319 - CARDINAL SANTOS MEDICAL CENTER,3319,CARDINAL SANTOS MEDICAL CENTER,ERNESTO O. UY,Cardiology,43,217,733719.09,17063.23,40,0.93,3.23,129,5045.13,650821.8,15135.39,0,0,0,0,0,0,0,29,0.67,3.03,88,942.01,82897.29,1927.84,18200,423.26
90027101 - DIVINE GRACE MEDICAL CENTER,90027101,DIVINE GRACE MEDICAL CENTER,TOMMY DY YAU,Internal Medicine,19,88,323901.41,17047.44,16,0.84,2.75,44,6738.44,296491.45,15604.81,0,0,0,0,0,0,0,18,0.95,2.44,44,622.95,27409.96,1442.63,14040,738.95
32745 - DILIMAN DOCTORS HOSPITAL INC.,32745,DILIMAN DOCTORS HOSPITAL INC.,REGINA THERESA SANCHO AMPIL,Internal Medicine,48,221,812931.99,16936.08,48,1,3.04,146,4416.22,644767.92,13432.67,2,0.04,1,2,52194.65,104389.3,2174.78,24,0.5,3.04,73,873.63,63774.77,1328.64,30479.64,634.99
6095 - THE MEDICAL CITY,6095,THE MEDICAL CITY,PATRICIA AGUNOD CHENG,Endocrinology,33,207,556863.86,16874.66,23,0.7,4.39,101,4105.71,414677.11,12565.97,1,0.03,1,1,53246.74,53246.74,1613.54,32,0.97,3.28,105,847.05,88940.01,2695.15,15665,474.7
23201 - MARIKINA VALLEY MEDICAL CENTER INC.,23201,MARIKINA VALLEY MEDICAL CENTER INC.,ALWYN JOHANNA CALLEJA SANTOS,Cardiology,15,67,252718.83,16847.92,10,0.67,2.9,29,5993.1,173799.99,11586.67,1,0.07,1,1,56496.84,56496.84,3766.46,15,1,2.47,37,606,22422,1494.8,6720,448
90019074 - SAN MATEO MEDICAL CENTER,90019074,SAN MATEO MEDICAL CENTER,MARK EDSEL GARCERON ALVARADO,Cardiology,163,689,2741671.62,16820.07,151,0.93,2.7,407,4798.85,1953131.7,11982.4,11,0.07,1,11,38505.41,423559.48,2598.52,101,0.62,2.68,271,1346.79,364980.44,2239.14,156782.4,961.86
14051 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,14051,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,MA. ANA GANZON GARCIA,Internal Medicine,186,954,3127191.1,16812.86,150,0.81,2.76,414,4938.52,2044546.08,10992.18,9,0.05,1,9,76438,687942.04,3698.61,180,0.97,2.95,531,743.32,394702.98,2122.06,138277,743.42
90024019 - DILIMAN DOCTORS HOSPITAL INC.,90024019,DILIMAN DOCTORS HOSPITAL INC.,JERU FAISAL LUNES USMAN,Internal Medicine,17,100,285575.32,16798.55,12,0.71,3.17,38,5321.11,202202.02,11894.24,1,0.06,1,1,50347.3,50347.3,2961.61,16,0.94,3.81,61,541.41,33026,1942.71,13320,783.53
90004378 - THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,90004378,THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,LESLIE AQUINO LLANERA,Family Medicine,784,4454,13105557.73,16716.27,668,0.85,3.09,2067,4555.74,9416706.45,12011.11,20,0.03,1.1,22,97655.94,2148430.7,2740.35,746,0.95,3.17,2365,651.34,1540420.58,1964.82,339640,433.21
90010685 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90010685,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,SHARON MICHELLE PATRONA BENTERO,Cardiology,31,144,517750.75,16701.64,23,0.74,2.39,55,5684.33,312638.42,10085.11,2,0.06,1,2,56240.49,112480.98,3628.42,31,1,2.81,87,1064.73,92631.35,2988.11,33190,1070.65
90012904 - MARIKINA VALLEY MEDICAL CENTER INC.,90012904,MARIKINA VALLEY MEDICAL CENTER INC.,ANNA LISA DELA CRUZ BARIUAD,Internal Medicine,23,113,382642.56,16636.63,10,0.44,3,30,7084.58,212537.39,9240.76,1,0.04,1,1,90268.58,90268.58,3924.72,23,1,3.57,82,973.62,79836.59,3471.16,8190,356.09
90029353 - DIVINE GRACE MEDICAL CENTER,90029353,DIVINE GRACE MEDICAL CENTER,CHRISTEL LYNN GARCIA CASTILLO,Internal Medicine,50,235,831676.52,16633.53,38,0.76,2.37,90,5796.85,521716.34,10434.33,2,0.04,1,2,82431.71,164863.42,3297.27,46,0.92,3.11,143,1014.66,145096.76,2901.94,26790,535.8
90025914 - OUR LADY OF LOURDES HOSPITAL-MANILA,90025914,OUR LADY OF LOURDES HOSPITAL-MANILA,MARK LUIGI GUEVARRA EBREO,Cardiology,49,298,813122.17,16594.33,37,0.76,3.57,132,4438.65,585901.58,11957.18,2,0.04,1,2,39999.12,79998.24,1632.62,47,0.96,3.49,164,897.7,147222.35,3004.54,14880,303.67
15881 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,15881,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,JOSE EDZEL TAMAYO,Cardiology,9,68,149198.82,16577.65,8,0.89,2.88,23,4037.23,92856.35,10317.37,0,0,0,0,0,0,0,9,1,5,45,1252.05,56342.47,6260.27,0,0
2068 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2068,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,JUDY CHU LEE,Cardiology,456,2573,7497526.48,16441.94,330,0.72,3.46,1141,3504.27,3998375.19,8768.37,23,0.05,1.13,26,82067.23,2133747.91,4679.27,450,0.99,3.12,1406,971.13,1365403.38,2994.31,551790.5,1210.07
90012861 - MARIKINA VALLEY MEDICAL CENTER INC.,90012861,MARIKINA VALLEY MEDICAL CENTER INC.,KATHRYN MAE AFRICA,Internal Medicine,18,81,293953.08,16330.73,10,0.56,3.1,31,6821.89,211478.71,11748.82,1,0.06,1,1,44665.28,44665.28,2481.4,16,0.89,3.06,49,771.61,37809.09,2100.51,0,0
33101 - MARIKINA VALLEY MEDICAL CENTER INC.,33101,MARIKINA VALLEY MEDICAL CENTER INC.,MA. LUISA B. MALIJAN,Cardiology,50,279,813069.91,16261.4,40,0.8,3.18,127,5110.39,649019.99,12980.4,1,0.02,1,1,79000,79000,1580,49,0.98,3.08,151,563.24,85049.92,1701,28200,564
90012809 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90012809,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,MARICEL SALVADOR SANTOS,Internal Medicine,8,46,129540.2,16192.53,8,1,3.13,25,4707.61,117690.2,14711.28,0,0,0,0,0,0,0,5,0.63,4.2,21,564.29,11850,1481.25,0,0
"90006549 - MANILA EAST MEDICAL CENTER, INC.",90006549,"MANILA EAST MEDICAL CENTER, INC.",ARTHUR AVANZADO BAYANI II,Cardiology,23,117,372018.76,16174.73,11,0.48,4.18,46,6698.3,308121.98,13396.61,0,0,0,0,0,0,0,23,1,3.09,71,899.95,63896.78,2778.12,0,0
9062 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,9062,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,ARLENE AGUILAR MALILAY,Pulmonology,301,1589,4864326.98,16160.55,263,0.87,3.05,803,4797.9,3852714.56,12799.72,7,0.02,1,7,71291.68,499041.75,1657.95,259,0.86,3.01,779,657.99,512570.67,1702.89,66588.44,221.22
28777 - MANILA DOCTORS HOSPITAL,28777,MANILA DOCTORS HOSPITAL,GENATO GENE CUEVAS GOMEZ,Internal Medicine,87,605,1405115.94,16150.76,70,0.81,4.76,333,3193.33,1063379.07,12222.75,2,0.02,1,2,66043.29,132086.57,1518.24,87,1,3.1,270,776.48,209650.3,2409.77,43340,498.16
90003219 - THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,90003219,THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,ALETA HOPE REYES-INTING,Family Medicine,99,560,1580634.39,15966,86,0.87,2.85,245,4846.57,1187410.6,11994.05,1,0.01,1,1,129500,129500,1308.08,95,0.96,3.31,314,839.88,263723.79,2663.88,10900,110.1
30263 - MARIKINA VALLEY MEDICAL CENTER INC.,30263,MARIKINA VALLEY MEDICAL CENTER INC.,ENRICO LEGASPI STA. ANA,Cardiology,17,61,269921.17,15877.72,8,0.47,2.88,23,9156.48,210598.99,12388.18,1,0.06,1,1,30484.88,30484.88,1793.23,15,0.88,2.47,37,779.39,28837.3,1696.31,9100,535.29
34564 - MANILA DOCTORS HOSPITAL,34564,MANILA DOCTORS HOSPITAL,RONALD SAPAULA SANTOS,Cardiology,11,88,174008.59,15818.96,11,1,4.64,51,3032.25,154644.59,14058.6,0,0,0,0,0,0,0,11,1,3.36,37,523.35,19364,1760.36,5400,490.91
90029964 - ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,90029964,ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,KATHERINE ANN NG TAN,Cardiology,7,19,110038.63,15719.8,4,0.57,1.5,6,13395.3,80371.8,11481.69,0,0,0,0,0,0,0,6,0.86,2.17,13,2282.06,29666.83,4238.12,0,0
"90018946 - MANILA EAST MEDICAL CENTER, INC.",90018946,"MANILA EAST MEDICAL CENTER, INC.",BRIAN ALFRED CALSO LEYBAG,Internal Medicine,24,145,377228.68,15717.86,19,0.79,3.63,69,4600.98,317467.84,13227.83,0,0,0,0,0,0,0,24,1,3.17,76,786.33,59760.84,2490.04,5400,225
90025566 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90025566,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,CARL DOMINIC PANCHO TOLENTINO,Cardiology,8,44,125433.1,15679.14,7,0.88,2.86,20,5195.61,103912.1,12989.01,0,0,0,0,0,0,0,8,1,3,24,896.71,21521,2690.13,0,0
90001630 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,90001630,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,ALLEN ANDREW TANLIMCO SY,Cardiology,26,117,406582.83,15637.8,16,0.62,2.13,34,4291.33,145905.35,5611.74,2,0.08,1,2,90020.24,180040.47,6924.63,25,0.96,3.24,81,995.52,80637.01,3101.42,16506,634.85
90003924 - DIVINE GRACE MEDICAL CENTER,90003924,DIVINE GRACE MEDICAL CENTER,GOLDEE NGO LIM,Internal Medicine,68,344,1057756.19,15555.24,57,0.84,2.49,142,5146.95,730867.59,10748.05,4,0.06,1,4,47947.64,191790.56,2820.45,64,0.94,3.09,198,682.31,135098.04,1986.74,54470,801.03
90021304 - SAN MATEO MEDICAL CENTER,90021304,SAN MATEO MEDICAL CENTER,SHAYNE GAYUTIN VILLAFUERTE,Gastroenterology,31,148,482205,15555,26,0.84,2.54,66,3992.21,263485.53,8499.53,2,0.06,1,2,57879.49,115758.98,3734.16,28,0.9,2.86,80,1287.01,102960.49,3321.31,51435,1659.19
38455 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,38455,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,FREDERICK P. VICENTE,Cardiology,124,614,1927556.89,15544.81,94,0.76,2.91,274,4883.53,1338086.89,10791.02,2,0.02,1,2,91900.79,183801.57,1482.27,122,0.98,2.77,338,1200.2,405668.43,3271.52,128409.6,1035.56
90020905 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90020905,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,ARTURO SALVADOR TOLENTINO JR.,Cardiology,60,309,930991.32,15516.52,51,0.85,2.47,126,5892.19,742415.8,12373.6,1,0.02,1,1,72000,72000,1200,56,0.93,3.25,182,640.52,116575.52,1942.93,49080,818
"17951 - MANILA EAST MEDICAL CENTER, INC.",17951,"MANILA EAST MEDICAL CENTER, INC.",ELNORA SALOME F. FORTU,Cardiology,52,286,803910.43,15459.82,39,0.75,3.1,121,5143.11,622315.89,11967.61,1,0.02,1,1,20607.69,20607.69,396.3,52,1,3.15,164,981.63,160986.85,3095.9,8950,172.12
90015926 - ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,90015926,ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,MYLENE URTULA CORNEL,Internal Medicine,10,48,154511.6,15451.16,5,0.5,6.4,32,4545.36,145451.6,14545.16,0,0,0,0,0,0,0,8,0.8,2,16,566.25,9060,906,0,0
29233 - DIVINE GRACE MEDICAL CENTER,29233,DIVINE GRACE MEDICAL CENTER,ANALYN MANALO ANACIN,General Surgery,9,39,138495.26,15388.36,8,0.89,2.25,18,5972.68,107508.16,11945.35,0,0,0,0,0,0,0,8,0.89,2.63,21,1475.58,30987.1,3443.01,13200,1466.67
90025096 - MAKATI MEDICAL CENTER,90025096,MAKATI MEDICAL CENTER,,,8,18,122516,15314.5,4,0.5,2,8,8176.88,65415,8176.88,1,0.13,1,1,51573,51573,6446.63,6,0.75,1.5,9,614.22,5528,691,12285,1535.63
90029271 - ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,90029271,ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,ROI JOSEPH VICTORIA MENDOZA,Cardiology,9,24,137760.31,15306.7,7,0.78,1.71,12,10517.02,126204.2,14022.69,0,0,0,0,0,0,0,7,0.78,1.71,12,963.01,11556.11,1284.01,0,0
90025262 - SAN MATEO MEDICAL CENTER,90025262,SAN MATEO MEDICAL CENTER,VAN DERICK ABELA MANGULABNAN,Internal Medicine,61,322,932888.58,15293.26,54,0.89,2.98,161,4023.89,647846.75,10620.44,2,0.03,1,2,53152.86,106305.71,1742.72,57,0.93,2.79,159,1124.13,178736.12,2930.1,17540,287.54
90023645 - SAN MATEO MEDICAL CENTER,90023645,SAN MATEO MEDICAL CENTER,EMMY LOU JOYA ALORRO,Internal Medicine,9,30,136924.32,15213.81,4,0.44,2.5,10,4312.4,43124,4791.56,2,0.22,1,2,36264.8,72529.59,8058.84,9,1,2,18,1181.71,21270.73,2363.41,27300,3033.33
90006440 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90006440,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,ROBELITO AUSTRIA MAGBUHAT,Internal Medicine,42,207,635771.09,15137.41,37,0.88,2.62,97,4242.39,411512.08,9797.91,1,0.02,1,1,129259,129259,3077.6,38,0.9,2.87,109,871.56,95000.01,2261.91,13500,321.43
90020040 - DIVINE GRACE MEDICAL CENTER,90020040,DIVINE GRACE MEDICAL CENTER,JEREMY WINSON WONG LU,Internal Medicine,323,1314,4853297.67,15025.69,185,0.57,2.53,468,6276.69,2937491.15,9094.4,15,0.05,1.13,17,66896.24,1137236.08,3520.85,319,0.99,2.6,829,939.17,778570.44,2410.43,191892,594.09
9961 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,9961,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,MARIA VICTORIA Y. TURLA,Cardiology,11,32,163901.03,14900.09,11,1,2.45,27,5968.56,161151.03,14650.09,0,0,0,0,0,0,0,3,0.27,1.67,5,550,2750,250,18480,1680
90028092 - CARDINAL SANTOS MEDICAL CENTER,90028092,CARDINAL SANTOS MEDICAL CENTER,LORIELLE MARIE ESPIRITU SANTO GALVEZ,Cardiology,10,44,147877.3,14787.73,8,0.8,3,24,5605.3,134527.3,13452.73,0,0,0,0,0,0,0,8,0.8,2.5,20,667.5,13350,1335,7400,740
30641 - MARIKINA VALLEY MEDICAL CENTER INC.,30641,MARIKINA VALLEY MEDICAL CENTER INC.,LEONORA IBARROLA OBMASCA,Internal Medicine,27,98,396708.94,14692.92,19,0.7,1.84,35,9151.51,320302.85,11863.07,1,0.04,1,1,24755.94,24755.94,916.89,26,0.96,2.38,62,833.07,51650.15,1912.97,3850,142.59
90003219 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90003219,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,ALETA HOPE REYES-INTING,Family Medicine,115,512,1687889.81,14677.3,84,0.73,2.44,205,5630.97,1154349.06,10037.82,2,0.02,1,2,134832.49,269664.97,2344.91,108,0.94,2.82,305,865.17,263875.78,2294.57,17433,151.59
9062 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,9062,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,ARLENE AGUILAR MALILAY,Internal Medicine,109,608,1597644.4,14657.29,91,0.84,3.22,293,4363.21,1278420.84,11728.63,2,0.02,1,2,70887.28,141774.55,1300.68,102,0.94,3.07,313,566.93,177449.01,1627.97,17650,161.93
90031474 - ASIAN HOSPITAL AND MEDICAL CENTER,90031474,ASIAN HOSPITAL AND MEDICAL CENTER,,,7,22,101503.9,14500.56,2,0.29,2.5,5,10900.12,54500.6,7785.8,0,0,0,0,0,0,0,7,1,2.43,17,2764.9,47003.3,6714.76,0,0
90004378 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90004378,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,LESLIE AQUINO LLANERA,Family Medicine,99,436,1431904.53,14463.68,76,0.77,2.45,186,5103.95,949335.46,9589.25,3,0.03,1,3,81853.81,245561.44,2480.42,92,0.93,2.68,247,959.55,237007.63,2394.02,45800,462.63
27881 - MANILA DOCTORS HOSPITAL,27881,MANILA DOCTORS HOSPITAL,ROMEO U MERIÃ‘O,Cardiology,34,165,490627.28,14430.21,19,0.56,3.89,74,4559.75,337421.25,9924.15,1,0.03,1,1,54449.29,54449.29,1601.45,34,1,2.65,90,1097.3,98756.74,2904.61,6300,185.29
90011408 - MANILA DOCTORS HOSPITAL,90011408,MANILA DOCTORS HOSPITAL,MICHELLE MARIE QUERO PIPO,Cardiology,15,74,215280.63,14352.04,11,0.73,4.18,46,4360.1,200564.63,13370.98,0,0,0,0,0,0,0,13,0.87,2.15,28,525.57,14716,981.07,0,0
90003219 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,90003219,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,ALETA HOPE REYES-INTING,Cardiology,120,537,1711365.46,14261.38,99,0.83,2.47,245,4957.22,1214520.1,10121,4,0.03,1,4,75191.42,300765.69,2506.38,104,0.87,2.77,288,680.83,196079.67,1634,62672.63,522.27
90018741 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90018741,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,JULIUS IGNACIO BAQUIRAN,Cardiology,56,283,794496.06,14187.43,38,0.68,2.68,102,5684.73,579842.36,10354.33,2,0.04,1,2,48100.45,96200.89,1717.87,55,0.98,3.25,179,661.75,118452.81,2115.23,27410,489.46
90003874 - THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,90003874,THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,JACQUELINE FRESNOZA,Internal Medicine,61,317,863314.34,14152.69,54,0.89,2.72,147,5159.01,758374.25,12432.36,0,0,0,0,0,0,0,54,0.89,3.15,170,617.29,104940.09,1720.33,5500,90.16
90019401 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,90019401,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,LENDRY LAGSA QUIZON,Cardiology,37,215,523138.01,14138.87,30,0.81,2.8,84,5090.08,427566.61,11555.85,0,0,0,0,0,0,0,37,1,3.54,131,729.55,95571.4,2583.01,0,0
90004925 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90004925,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,ROLAND LIMJOCO DELOS REYES,Cardiology,14,75,194690.78,13906.48,11,0.79,3.18,35,4903.15,171610.38,12257.88,0,0,0,0,0,0,0,14,1,2.86,40,577.01,23080.4,1648.6,6600,471.43
90020889 - SAN MATEO MEDICAL CENTER,90020889,SAN MATEO MEDICAL CENTER,MARK AUSTIN NG RAMIREZ,Internal Medicine,18,88,250307.6,13905.98,16,0.89,2.88,46,4891.6,225013.6,12500.76,0,0,0,0,0,0,0,18,1,2.33,42,602.24,25294,1405.22,0,0
9069 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,9069,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,MILAGROS FRANCO NERI,Cardiology,169,1005,2336935.77,13828.02,132,0.78,3.42,451,4048.91,1826058.77,10805.08,3,0.02,1,3,65651.47,196954.42,1165.41,160,0.95,3.44,551,569.73,313922.58,1857.53,68860,407.46
31931 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,31931,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,EDUARDO LIM TIN HAY,Cardiology,14,74,192903.49,13778.82,9,0.64,3.67,33,5198.41,171547.49,12253.39,0,0,0,0,0,0,0,13,0.93,3.15,41,520.88,21356,1525.43,6875,491.07
"90014381 - MANILA EAST MEDICAL CENTER, INC.",90014381,"MANILA EAST MEDICAL CENTER, INC.",RITCHE FERNANDEZ CRUZ,Internal Medicine,51,224,697513.8,13676.74,38,0.75,2.95,112,4426.47,495764.25,9720.87,1,0.02,1,1,58662.4,58662.4,1150.24,46,0.9,2.41,111,1289.07,143087.15,2805.63,21580,423.14
90010126 - OUR LADY OF LOURDES HOSPITAL-MANILA,90010126,OUR LADY OF LOURDES HOSPITAL-MANILA,ROMEO JACINTO SANTOS,Cardiology,64,296,870524.81,13601.95,44,0.69,2.34,103,4670.29,481039.73,7516.25,4,0.06,1,4,45631.32,182525.26,2851.96,61,0.95,3.1,189,1095.03,206959.82,3233.75,29640,463.13
6231 - MARIKINA VALLEY MEDICAL CENTER INC.,6231,MARIKINA VALLEY MEDICAL CENTER INC.,TERESITA LAURIO VALDEMORO,Internal Medicine,17,92,230236.23,13543.31,15,0.88,3.07,46,4416.35,203152.07,11950.12,0,0,0,0,0,0,0,16,0.94,2.88,46,588.79,27084.16,1593.19,0,0
90023588 - MANILA DOCTORS HOSPITAL,90023588,MANILA DOCTORS HOSPITAL,JAMES CRISFIL FRUCTUOSO MALICDEM MONTESA,Cardiology,16,88,216498.77,13531.17,14,0.88,3.64,51,3586.1,182891.02,11430.69,0,0,0,0,0,0,0,14,0.88,2.64,37,908.32,33607.75,2100.48,5500,343.75
90010963 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90010963,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,REI PAOLO LAYON DIAZ,Internal Medicine,10,47,132945.5,13294.55,10,1,1.5,15,7102.79,106541.78,10654.18,0,0,0,0,0,0,0,10,1,3.2,32,825.12,26403.72,2640.37,7020,702
90011118 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90011118,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,CATHERINE CHUA TAN,Cardiology,19,78,252511.88,13290.1,13,0.68,2,26,5163.72,134256.6,7066.14,0,0,0,0,0,0,0,19,1,2.74,52,2274.14,118255.28,6223.96,0,0
24471 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,24471,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,HENRY LIM CHAN,Cardiology,10,42,132767.13,13276.71,7,0.7,2.14,15,3906.42,58596.35,5859.64,0,0,0,0,0,0,0,10,1,2.7,27,2747.07,74170.78,7417.08,0,0
90027227 - SAN MATEO MEDICAL CENTER,90027227,SAN MATEO MEDICAL CENTER,JULIE ANN INGOY FIGURACION,Internal Medicine,9,44,119437.51,13270.83,8,0.89,2.38,19,3164.21,60120,6680,1,0.11,1,1,46257.51,46257.51,5139.72,9,1,2.67,24,544.17,13060,1451.11,6300,700
6060 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,6060,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,ROSALINA B. DY,Internal Medicine,69,295,913714.1,13242.23,58,0.84,2.76,160,4168.72,666994.89,9666.59,3,0.04,1,3,45701.22,137103.67,1987.01,49,0.71,2.69,132,830.42,109615.54,1588.63,26316,381.39
90015193 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90015193,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,MYLA MALING CASTILLO,Internal Medicine,12,74,157832.25,13152.69,8,0.67,4,32,4230.7,135382.25,11281.85,0,0,0,0,0,0,0,12,1,3.5,42,534.52,22450,1870.83,0,0
90029224 - SAN MATEO MEDICAL CENTER,90029224,SAN MATEO MEDICAL CENTER,REGINALD PAUL JOAQUIN VALENCIA KALAW,Internal Medicine,10,50,131127.49,13112.75,8,0.8,3.5,28,4038.54,113079.2,11307.92,0,0,0,0,0,0,0,8,0.8,2.75,22,820.38,18048.29,1804.83,0,0
90022247 - SAN MATEO MEDICAL CENTER,90022247,SAN MATEO MEDICAL CENTER,MELISSA CAMILLE ESTEBAN MANGULABNAN,Internal Medicine,48,171,625488.04,13031,33,0.69,2.18,72,4415.96,317949.12,6623.94,1,0.02,2,2,98747.27,197494.53,4114.47,44,0.92,2.2,97,1134.48,110044.39,2292.59,25389,528.94
90010830 - SAN MATEO MEDICAL CENTER,90010830,SAN MATEO MEDICAL CENTER,LAURENCE MANIQUIZ VELILIA,Internal Medicine,20,78,256447.84,12822.39,14,0.7,2.64,37,3383.87,125203.1,6260.16,2,0.1,1,2,53954.87,107909.74,5395.49,15,0.75,2.6,39,598.33,23335,1166.75,17745,887.25
90028392 - DILIMAN DOCTORS HOSPITAL INC.,90028392,DILIMAN DOCTORS HOSPITAL INC.,,,11,35,139433.57,12675.78,7,0.64,2,14,5782.31,80952.37,7359.31,1,0.09,1,1,46331.2,46331.2,4211.93,11,1,1.82,20,607.5,12150,1104.55,8190,744.55
