physician_providercode,physiciancode,providercode,physicianname,specialization,total_unique_patient_cnt,total_claim_count,all_claims_sum_of_util,ave_12_month_util_per_patient,opl_unique_px_cnt_at_least_one,opl_unique_px_count_at_least_one_pct,opl_ave_claims_per_px_at_least_one,opl_total_claims,opl_ave_cost_per_claim_per_px_at_least_one,opl_sum_of_util,opl_ave_twelve_month_util_per_px,inp_unique_px_count_at_least_one,inp_unique_px_count_at_least_one_pct,inp_ave_claims_per_px_at_least_one,inp_total_claims,inp_ave_cost_per_claim_per_px_at_least_one,inp_sum_of_util,inp_ave_twelve_month_util_per_px,others_unique_px_count_at_least_one,others_unique_px_count_at_least_one_pct,others_ave_claims_per_px_at_least_one,others_total_claims,others_ave_cost_per_claim_per_px_at_least_one,others_sum_of_util,others_ave_twelve_month_util_per_px,total_philhealth,ave_philhealth_claim
90025491 - DILIMAN DOCTORS HOSPITAL INC.,90025491,DILIMAN DOCTORS HOSPITAL INC.,ARVIN ROMERO YUMUL,Cardiology,15,96,288344.35,19222.96,9.00,0.60,5.44,49.00,4926.74,241410.35,16094.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.87,3.62,47.00,998.60,46934.00,3128.93,17125.70,1141.71
90030312 - ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,90030312,ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,MARIE ANTOINETTE ALFON LACSON,Internal Medicine,41,129,784955.44,19145.25,26.00,0.63,2.12,55.00,12387.14,681292.55,16616.89,1.00,0.02,1.00,1.00,55305.89,55305.89,1348.92,38.00,0.93,1.92,73.00,662.42,48357.00,1179.44,32305.00,787.93
6214 - ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,6214,ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,DIANA JEAN C. ROXAS,Internal Medicine,11,51,210499.55,19136.32,6.00,0.55,3.33,20.00,9585.20,191703.92,17427.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,1.00,2.82,31.00,606.31,18795.63,1708.69,0.00,0.00
90010487 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,90010487,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,RHIA JOY BRIONES DAYRIT,Internal Medicine,14,50,267143.32,19081.67,6.00,0.43,3.33,20.00,4175.50,83510.00,5965.00,1.00,0.07,1.00,1.00,150000.00,150000.00,10714.29,14.00,1.00,2.07,29.00,1159.77,33633.32,2402.38,18000.00,1285.71
90024317 - ASIAN HOSPITAL AND MEDICAL CENTER,90024317,ASIAN HOSPITAL AND MEDICAL CENTER,LENOR FUSIN HERRERA,Cardiology,8,29,152638.99,19079.87,4.00,0.50,2.00,8.00,5953.75,47629.99,5953.75,1.00,0.13,1.00,1.00,72151.45,72151.45,9018.93,8.00,1.00,2.50,20.00,1642.88,32857.55,4107.19,0.00,0.00
90026131 - OUR LADY OF LOURDES HOSPITAL-MANILA,90026131,OUR LADY OF LOURDES HOSPITAL-MANILA,RENELENE ALFEREZ MACABEO,Cardiology,19,95,362342.39,19070.65,10.00,0.53,2.20,22.00,4283.33,94233.20,4959.64,2.00,0.11,2.00,4.00,44780.95,179123.81,9427.57,18.00,0.95,3.83,69.00,1289.64,88985.38,4683.44,26180.00,1377.89
1469 - ASIAN HOSPITAL AND MEDICAL CENTER,1469,ASIAN HOSPITAL AND MEDICAL CENTER,ANGELITA MIGUEL AGUIRRE,Cardiology,12,44,228698.38,19058.20,10.00,0.83,2.20,22.00,6497.17,142937.75,11911.48,1.00,0.08,1.00,1.00,74450.63,74450.63,6204.22,9.00,0.75,2.33,21.00,538.57,11310.00,942.50,9620.00,801.67
1140 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,1140,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,LOUIE TO TAN,Cardiology,62,246,1175996.69,18967.69,16.00,0.26,4.50,72.00,6296.03,453314.18,7311.52,4.00,0.06,1.00,4.00,114513.54,458054.14,7387.97,60.00,0.97,2.83,170.00,1556.64,264628.37,4268.20,104985.53,1693.32
90028142 - DIVINE GRACE MEDICAL CENTER,90028142,DIVINE GRACE MEDICAL CENTER,MAVIS ATHINA ABUEL GARIBAY,Internal Medicine,15,76,280781.16,18718.74,12.00,0.80,2.17,26.00,7294.62,189660.16,12644.01,1.00,0.07,1.00,1.00,45204.00,45204.00,3013.60,15.00,1.00,3.27,49.00,937.08,45917.00,3061.13,23660.00,1577.33
90019147 - ST. LUKE'S MEDICAL CENTER-QC,90019147,ST. LUKE'S MEDICAL CENTER-QC,OLIVER ALLAN CASTILLO DAMPIL,Cardiology,9,46,168260.25,18695.58,7.00,0.78,2.29,16.00,7720.20,123523.25,13724.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.78,4.29,30.00,1491.23,44737.00,4970.78,7020.00,780.00
30263 - DILIMAN DOCTORS HOSPITAL INC.,30263,DILIMAN DOCTORS HOSPITAL INC.,ENRICO LEGASPI STA. ANA,Internal Medicine,80,272,1495275.07,18690.94,80.00,1.00,2.49,199.00,6567.11,1306854.67,16335.68,2.00,0.03,1.00,2.00,61638.38,123276.76,1540.96,28.00,0.35,2.54,71.00,917.52,65143.64,814.30,56000.00,700.00
31884 - MARIKINA VALLEY MEDICAL CENTER INC.,31884,MARIKINA VALLEY MEDICAL CENTER INC.,MARIA CORAZON M. PURA,Internal Medicine,13,47,241697.94,18592.15,6.00,0.46,2.33,14.00,6897.46,96564.40,7428.03,1.00,0.08,2.00,2.00,63991.77,127983.54,9844.89,13.00,1.00,2.38,31.00,553.23,17150.00,1319.23,13200.00,1015.38
90013878 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,90013878,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,MARITESS GARCIA CABLAYAN,OB-GYNE,9,57,167064.00,18562.67,9.00,1.00,3.33,30.00,5043.80,151314.00,16812.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.78,3.86,27.00,583.33,15750.00,1750.00,0.00,0.00
90020896 - DILIMAN DOCTORS HOSPITAL INC.,90020896,DILIMAN DOCTORS HOSPITAL INC.,FLORDELIZA LIM RAMIREZ,Cardiology,56,315,1037121.21,18520.02,46.00,0.82,3.43,158.00,5714.19,902842.50,16122.19,1.00,0.02,1.00,1.00,21320.41,21320.41,380.72,53.00,0.95,2.94,156.00,724.09,112958.30,2017.11,51990.00,928.39
90003881 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90003881,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,CARLA FRANCES MARCELINO LAZARO,Family Medicine,82,413,1515596.87,18482.89,71.00,0.87,2.41,171.00,6001.76,1026301.27,12515.87,3.00,0.04,1.33,4.00,74677.05,298708.19,3642.78,77.00,0.94,3.09,238.00,800.79,190587.41,2324.24,78921.60,962.46
90003873 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90003873,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,MELISA DUCABO-ORTEZA,Endocrinology,83,401,1525988.08,18385.40,64.00,0.77,2.80,179.00,5483.42,981531.56,11825.68,3.00,0.04,1.00,3.00,116765.22,350295.67,4220.43,77.00,0.93,2.84,219.00,886.58,194160.85,2339.29,54130.00,652.17
90005234 - OUR LADY OF LOURDES HOSPITAL-MANILA,90005234,OUR LADY OF LOURDES HOSPITAL-MANILA,DANIVIC JESUS NAVARRO RAMIREZ,Cardiology,9,68,164854.81,18317.20,8.00,0.89,5.50,44.00,3333.65,146680.51,16297.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,1.00,2.67,24.00,757.26,18174.30,2019.37,0.00,0.00
90003976 - SAN MATEO MEDICAL CENTER,90003976,SAN MATEO MEDICAL CENTER,JOEY GUTIERREZ YAP,Gastroenterology,20,109,363802.49,18190.12,16.00,0.80,3.13,50.00,4471.99,223599.61,11179.98,2.00,0.10,1.00,2.00,36837.32,73674.63,3683.73,18.00,0.90,3.17,57.00,1167.16,66528.25,3326.41,27590.00,1379.50
90022567 - CARDINAL SANTOS MEDICAL CENTER,90022567,CARDINAL SANTOS MEDICAL CENTER,PATRICK YIU SIY,Internal Medicine,12,48,218042.90,18170.24,7.00,0.58,3.14,22.00,4922.40,108292.90,9024.41,1.00,0.08,1.00,1.00,94000.00,94000.00,7833.33,11.00,0.92,2.27,25.00,630.00,15750.00,1312.50,42640.00,3553.33
90003874 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90003874,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,JACQUELINE FRESNOZA,Internal Medicine,104,553,1888691.48,18160.50,93.00,0.89,2.70,251.00,4955.21,1243758.71,11959.22,4.00,0.04,1.25,5.00,80391.69,401958.46,3864.99,94.00,0.90,3.16,297.00,818.10,242974.31,2336.29,68445.00,658.13
90012253 - MANILA DOCTORS HOSPITAL,90012253,MANILA DOCTORS HOSPITAL,CRISTINE CATINDIG SANTELICES,Cardiology,18,99,326464.31,18136.91,10.00,0.56,4.90,49.00,4377.82,214513.42,11917.41,1.00,0.06,1.00,1.00,34262.83,34262.83,1903.49,18.00,1.00,2.72,49.00,1585.47,77688.06,4316.00,0.00,0.00
9723 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,9723,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,NIMFA M. MEDINA,Internal Medicine,146,900,2647489.12,18133.49,125.00,0.86,3.14,393.00,5022.66,1973904.25,13519.89,4.00,0.03,1.50,6.00,51698.23,310189.35,2124.58,139.00,0.95,3.60,501.00,725.34,363395.52,2489.01,67997.01,465.73
90014692 - DIVINE GRACE MEDICAL CENTER,90014692,DIVINE GRACE MEDICAL CENTER,VALERIE DE GUZMAN VILLANUEVA,Internal Medicine,33,134,597261.40,18098.83,31.00,0.94,2.55,79.00,6947.58,548859.00,16632.09,1.00,0.03,1.00,1.00,16000.00,16000.00,484.85,28.00,0.85,1.93,54.00,600.04,32402.40,981.89,29120.00,882.42
90025591 - DIVINE GRACE MEDICAL CENTER,90025591,DIVINE GRACE MEDICAL CENTER,DESIREE MAE PINONES YAMAT-OLAZO,Internal Medicine,11,55,198163.23,18014.84,9.00,0.82,2.22,20.00,4251.40,85028.03,7729.82,1.00,0.09,1.00,1.00,89489.44,89489.44,8135.40,11.00,1.00,3.09,34.00,695.46,23645.76,2149.61,6300.00,572.73
90003873 - THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,90003873,THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,MELISA DUCABO-ORTEZA,Family Medicine,189,1116,3396955.63,17973.31,165.00,0.87,3.21,529.00,4886.99,2585216.63,13678.39,3.00,0.02,1.00,3.00,146149.42,438448.26,2319.83,181.00,0.96,3.23,584.00,639.20,373290.74,1975.08,58220.00,308.04
"125 - MEDICAL CENTER MANILA, INC.",125,"MEDICAL CENTER MANILA, INC.",ENRIQUE GERVASIO,Cardiology,52,203,934374.23,17968.74,52.00,1.00,2.40,125.00,5237.17,654646.11,12589.35,2.00,0.04,1.00,2.00,76271.00,152542.00,2933.50,28.00,0.54,2.71,76.00,1673.50,127186.12,2445.89,61165.00,1176.25
28777 - ASIAN HOSPITAL AND MEDICAL CENTER,28777,ASIAN HOSPITAL AND MEDICAL CENTER,GENATO GENE CUEVAS GOMEZ,Internal Medicine,15,53,269164.53,17944.30,11.00,0.73,2.27,25.00,9661.07,241526.73,16101.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.87,2.15,28.00,987.06,27637.80,1842.52,0.00,0.00
17681 - THE MEDICAL CITY,17681,THE MEDICAL CITY,CHRISTY S. YAO,Cardiology,9,59,159554.51,17728.28,9.00,1.00,3.56,32.00,4051.59,129650.74,14405.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,1.00,3.00,27.00,1107.55,29903.77,3322.64,0.00,0.00
90003851 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,90003851,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,KATHLEEN FERI SABINIANO,Cardiology,89,647,1577534.39,17725.11,74.00,0.83,3.64,269.00,4956.44,1333283.01,14980.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.00,0.97,4.40,378.00,646.17,244251.38,2744.40,0.00,0.00
90022188 - THE MEDICAL CITY,90022188,THE MEDICAL CITY,RONALDO QUILALA DE VERA,Rheumatology,7,12,124015.00,17716.43,5.00,0.71,1.60,8.00,15226.88,121815.00,17402.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.43,1.33,4.00,550.00,2200.00,314.29,0.00,0.00
90015965 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90015965,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,ALBERTO ESCANO BUNYI,Cardiology,96,421,1693992.71,17645.76,83.00,0.87,2.28,189.00,5645.84,1067063.21,11115.24,4.00,0.04,1.25,5.00,87334.86,436674.30,4548.69,92.00,0.96,2.47,227.00,838.13,190255.20,1981.83,84045.00,875.47
"18091 - MANILA EAST MEDICAL CENTER, INC.",18091,"MANILA EAST MEDICAL CENTER, INC.",CHOLITA MUECA FABROS,Internal Medicine,48,296,845221.19,17608.77,37.00,0.77,3.46,128.00,3729.53,477379.64,9945.41,3.00,0.06,1.67,5.00,38880.50,194402.48,4050.05,47.00,0.98,3.47,163.00,1064.04,173439.07,3613.31,51021.00,1062.94
90002409 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90002409,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,ARSENIO DAVID RODOLFO JR.,Cardiology,22,94,387356.71,17607.12,16.00,0.73,2.88,46.00,4692.68,215863.13,9811.96,1.00,0.05,1.00,1.00,134430.60,134430.60,6110.48,20.00,0.91,2.35,47.00,788.57,37062.98,1684.68,24180.00,1099.09
90003847 - THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,90003847,THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,ANN MARGARETT POLICARPIO FLORES,Endocrinology,30,170,525873.14,17529.10,26.00,0.87,2.85,74.00,5854.79,433254.32,14441.81,1.00,0.03,1.00,1.00,31901.73,31901.73,1063.39,29.00,0.97,3.28,95.00,639.13,60717.09,2023.90,6600.00,220.00
10244 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,10244,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,JOYCE DICO GO,Cardiology,34,224,595630.09,17518.53,25.00,0.74,4.36,109.00,4799.77,523174.79,15387.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.97,3.48,115.00,630.05,72455.30,2131.04,27650.00,813.24
2852 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2852,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,REYNALDO SEBASTIAN,Internal Medicine,18,90,315077.99,17504.33,10.00,0.56,2.70,27.00,5186.85,140044.94,7780.27,1.00,0.06,1.00,1.00,140133.91,140133.91,7785.22,18.00,1.00,3.44,62.00,562.89,34899.14,1938.84,17900.00,994.44
90011558 - ST. LUKE'S MEDICAL CENTER-QC,90011558,ST. LUKE'S MEDICAL CENTER-QC,JOANNE COSARE SAN PEDRO,Internal Medicine,10,33,174958.07,17495.81,5.00,0.50,2.40,12.00,9685.20,116222.35,11622.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.90,2.33,21.00,2796.94,58735.72,5873.57,0.00,0.00
90002876 - DILIMAN DOCTORS HOSPITAL INC.,90002876,DILIMAN DOCTORS HOSPITAL INC.,NERISSA DE GUZMAN BINOYA,Internal Medicine,10,65,174497.42,17449.74,8.00,0.80,2.88,23.00,4900.79,112718.28,11271.83,1.00,0.10,1.00,1.00,21946.14,21946.14,2194.61,9.00,0.90,4.56,41.00,971.54,39833.00,3983.30,5460.00,546.00
4729 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,4729,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,WILSON LIM TAN DE GUZMAN,Interventional Cardiology,19,83,330134.22,17375.49,11.00,0.58,2.36,26.00,6558.82,170529.24,8975.22,1.00,0.05,1.00,1.00,130504.98,130504.98,6868.68,16.00,0.84,3.50,56.00,519.64,29100.00,1531.58,31080.00,1635.79
90011321 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90011321,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,JOEL DEL ROSARIO SABANGAN,Cardiology,73,371,1267200.97,17358.92,57.00,0.78,2.53,144.00,4151.89,597871.81,8190.02,3.00,0.04,1.00,3.00,149677.59,449032.77,6151.13,72.00,0.99,3.11,224.00,983.47,220296.39,3017.76,82770.00,1133.84
90019401 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90019401,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,LENDRY LAGSA QUIZON,Cardiology,53,252,916096.66,17284.84,40.00,0.76,2.80,112.00,5590.40,626124.32,11813.67,2.00,0.04,1.00,2.00,85635.09,171270.18,3231.51,51.00,0.96,2.71,138.00,860.16,118702.16,2239.66,84440.00,1593.21
100528 - MAKATI MEDICAL CENTER,100528,MAKATI MEDICAL CENTER,JASMIN MELISSA BALLEN BERNARDO,Cardiology,32,113,551452.11,17232.88,25.00,0.78,2.44,61.00,7303.96,445541.28,13923.17,1.00,0.03,1.00,1.00,38930.71,38930.71,1216.58,29.00,0.91,1.76,51.00,1313.34,66980.12,2093.13,19550.00,610.94
3319 - CARDINAL SANTOS MEDICAL CENTER,3319,CARDINAL SANTOS MEDICAL CENTER,ERNESTO O. UY,Cardiology,43,217,733719.09,17063.23,40.00,0.93,3.23,129.00,5045.13,650821.80,15135.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.67,3.03,88.00,942.01,82897.29,1927.84,18200.00,423.26
90027101 - DIVINE GRACE MEDICAL CENTER,90027101,DIVINE GRACE MEDICAL CENTER,TOMMY DY YAU,Internal Medicine,19,88,323901.41,17047.44,16.00,0.84,2.75,44.00,6738.44,296491.45,15604.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.95,2.44,44.00,622.95,27409.96,1442.63,14040.00,738.95
32745 - DILIMAN DOCTORS HOSPITAL INC.,32745,DILIMAN DOCTORS HOSPITAL INC.,REGINA THERESA SANCHO AMPIL,Internal Medicine,48,221,812931.99,16936.08,48.00,1.00,3.04,146.00,4416.22,644767.92,13432.67,2.00,0.04,1.00,2.00,52194.65,104389.30,2174.78,24.00,0.50,3.04,73.00,873.63,63774.77,1328.64,30479.64,634.99
6095 - THE MEDICAL CITY,6095,THE MEDICAL CITY,PATRICIA AGUNOD CHENG,Endocrinology,33,207,556863.86,16874.66,23.00,0.70,4.39,101.00,4105.71,414677.11,12565.97,1.00,0.03,1.00,1.00,53246.74,53246.74,1613.54,32.00,0.97,3.28,105.00,847.05,88940.01,2695.15,15665.00,474.70
23201 - MARIKINA VALLEY MEDICAL CENTER INC.,23201,MARIKINA VALLEY MEDICAL CENTER INC.,ALWYN JOHANNA CALLEJA SANTOS,Cardiology,15,67,252718.83,16847.92,10.00,0.67,2.90,29.00,5993.10,173799.99,11586.67,1.00,0.07,1.00,1.00,56496.84,56496.84,3766.46,15.00,1.00,2.47,37.00,606.00,22422.00,1494.80,6720.00,448.00
90019074 - SAN MATEO MEDICAL CENTER,90019074,SAN MATEO MEDICAL CENTER,MARK EDSEL GARCERON ALVARADO,Cardiology,163,689,2741671.62,16820.07,151.00,0.93,2.70,407.00,4798.85,1953131.70,11982.40,11.00,0.07,1.00,11.00,38505.41,423559.48,2598.52,101.00,0.62,2.68,271.00,1346.79,364980.44,2239.14,156782.40,961.86
14051 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,14051,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,MA. ANA GANZON GARCIA,Internal Medicine,186,954,3127191.10,16812.86,150.00,0.81,2.76,414.00,4938.52,2044546.08,10992.18,9.00,0.05,1.00,9.00,76438.00,687942.04,3698.61,180.00,0.97,2.95,531.00,743.32,394702.98,2122.06,138277.00,743.42
90024019 - DILIMAN DOCTORS HOSPITAL INC.,90024019,DILIMAN DOCTORS HOSPITAL INC.,JERU FAISAL LUNES USMAN,Internal Medicine,17,100,285575.32,16798.55,12.00,0.71,3.17,38.00,5321.11,202202.02,11894.24,1.00,0.06,1.00,1.00,50347.30,50347.30,2961.61,16.00,0.94,3.81,61.00,541.41,33026.00,1942.71,13320.00,783.53
90004378 - THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,90004378,THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,LESLIE AQUINO LLANERA,Family Medicine,784,4454,13105557.73,16716.27,668.00,0.85,3.09,2067.00,4555.74,9416706.45,12011.11,20.00,0.03,1.10,22.00,97655.94,2148430.70,2740.35,746.00,0.95,3.17,2365.00,651.34,1540420.58,1964.82,339640.00,433.21
90010685 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90010685,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,SHARON MICHELLE PATRONA BENTERO,Cardiology,31,144,517750.75,16701.64,23.00,0.74,2.39,55.00,5684.33,312638.42,10085.11,2.00,0.06,1.00,2.00,56240.49,112480.98,3628.42,31.00,1.00,2.81,87.00,1064.73,92631.35,2988.11,33190.00,1070.65
90012904 - MARIKINA VALLEY MEDICAL CENTER INC.,90012904,MARIKINA VALLEY MEDICAL CENTER INC.,ANNA LISA DELA CRUZ BARIUAD,Internal Medicine,23,113,382642.56,16636.63,10.00,0.44,3.00,30.00,7084.58,212537.39,9240.76,1.00,0.04,1.00,1.00,90268.58,90268.58,3924.72,23.00,1.00,3.57,82.00,973.62,79836.59,3471.16,8190.00,356.09
90029353 - DIVINE GRACE MEDICAL CENTER,90029353,DIVINE GRACE MEDICAL CENTER,CHRISTEL LYNN GARCIA CASTILLO,Internal Medicine,50,235,831676.52,16633.53,38.00,0.76,2.37,90.00,5796.85,521716.34,10434.33,2.00,0.04,1.00,2.00,82431.71,164863.42,3297.27,46.00,0.92,3.11,143.00,1014.66,145096.76,2901.94,26790.00,535.80
90025914 - OUR LADY OF LOURDES HOSPITAL-MANILA,90025914,OUR LADY OF LOURDES HOSPITAL-MANILA,MARK LUIGI GUEVARRA EBREO,Cardiology,49,298,813122.17,16594.33,37.00,0.76,3.57,132.00,4438.65,585901.58,11957.18,2.00,0.04,1.00,2.00,39999.12,79998.24,1632.62,47.00,0.96,3.49,164.00,897.70,147222.35,3004.54,14880.00,303.67
15881 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,15881,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,JOSE EDZEL TAMAYO,Cardiology,9,68,149198.82,16577.65,8.00,0.89,2.88,23.00,4037.23,92856.35,10317.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,1.00,5.00,45.00,1252.05,56342.47,6260.27,0.00,0.00
2068 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2068,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,JUDY CHU LEE,Cardiology,456,2573,7497526.48,16441.94,330.00,0.72,3.46,1141.00,3504.27,3998375.19,8768.37,23.00,0.05,1.13,26.00,82067.23,2133747.91,4679.27,450.00,0.99,3.12,1406.00,971.13,1365403.38,2994.31,551790.50,1210.07
90012861 - MARIKINA VALLEY MEDICAL CENTER INC.,90012861,MARIKINA VALLEY MEDICAL CENTER INC.,KATHRYN MAE AFRICA,Internal Medicine,18,81,293953.08,16330.73,10.00,0.56,3.10,31.00,6821.89,211478.71,11748.82,1.00,0.06,1.00,1.00,44665.28,44665.28,2481.40,16.00,0.89,3.06,49.00,771.61,37809.09,2100.51,0.00,0.00
33101 - MARIKINA VALLEY MEDICAL CENTER INC.,33101,MARIKINA VALLEY MEDICAL CENTER INC.,MA. LUISA B. MALIJAN,Cardiology,50,279,813069.91,16261.40,40.00,0.80,3.18,127.00,5110.39,649019.99,12980.40,1.00,0.02,1.00,1.00,79000.00,79000.00,1580.00,49.00,0.98,3.08,151.00,563.24,85049.92,1701.00,28200.00,564.00
90012809 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90012809,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,MARICEL SALVADOR SANTOS,Internal Medicine,8,46,129540.20,16192.53,8.00,1.00,3.13,25.00,4707.61,117690.20,14711.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.63,4.20,21.00,564.29,11850.00,1481.25,0.00,0.00
"90006549 - MANILA EAST MEDICAL CENTER, INC.",90006549,"MANILA EAST MEDICAL CENTER, INC.",ARTHUR AVANZADO BAYANI II,Cardiology,23,117,372018.76,16174.73,11.00,0.48,4.18,46.00,6698.30,308121.98,13396.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,1.00,3.09,71.00,899.95,63896.78,2778.12,0.00,0.00
9062 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,9062,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,ARLENE AGUILAR MALILAY,Pulmonology,301,1589,4864326.98,16160.55,263.00,0.87,3.05,803.00,4797.90,3852714.56,12799.72,7.00,0.02,1.00,7.00,71291.68,499041.75,1657.95,259.00,0.86,3.01,779.00,657.99,512570.67,1702.89,66588.44,221.22
28777 - MANILA DOCTORS HOSPITAL,28777,MANILA DOCTORS HOSPITAL,GENATO GENE CUEVAS GOMEZ,Internal Medicine,87,605,1405115.94,16150.76,70.00,0.81,4.76,333.00,3193.33,1063379.07,12222.75,2.00,0.02,1.00,2.00,66043.29,132086.57,1518.24,87.00,1.00,3.10,270.00,776.48,209650.30,2409.77,43340.00,498.16
90003219 - THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,90003219,THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,ALETA HOPE REYES-INTING,Family Medicine,99,560,1580634.39,15966.00,86.00,0.87,2.85,245.00,4846.57,1187410.60,11994.05,1.00,0.01,1.00,1.00,129500.00,129500.00,1308.08,95.00,0.96,3.31,314.00,839.88,263723.79,2663.88,10900.00,110.10
30263 - MARIKINA VALLEY MEDICAL CENTER INC.,30263,MARIKINA VALLEY MEDICAL CENTER INC.,ENRICO LEGASPI STA. ANA,Cardiology,17,61,269921.17,15877.72,8.00,0.47,2.88,23.00,9156.48,210598.99,12388.18,1.00,0.06,1.00,1.00,30484.88,30484.88,1793.23,15.00,0.88,2.47,37.00,779.39,28837.30,1696.31,9100.00,535.29
34564 - MANILA DOCTORS HOSPITAL,34564,MANILA DOCTORS HOSPITAL,RONALD SAPAULA SANTOS,Cardiology,11,88,174008.59,15818.96,11.00,1.00,4.64,51.00,3032.25,154644.59,14058.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,1.00,3.36,37.00,523.35,19364.00,1760.36,5400.00,490.91
90029964 - ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,90029964,ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,KATHERINE ANN NG TAN,Cardiology,7,19,110038.63,15719.80,4.00,0.57,1.50,6.00,13395.30,80371.80,11481.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.86,2.17,13.00,2282.06,29666.83,4238.12,0.00,0.00
