"cptcode","cptdesc"
GM3394,SURGICAL PREPARATION-MAJOR CASE WITHOUT BREATHING CIRCUIT
GM3395,SURGICAL PREPARATION-MINOR CASE
GM3500,MINOR DEBRIDEMENT W/OUT PHIC (PACKAGE)
GM4088,"HEAD UP TILT -TABLE (HUTT) TEST AND CAROTID SINUS MASSAGE (FACILITY FEE, PF EXCLUDED)"
H-LAB001,SGPT
HIS012,HISTOPATH-ONE MEDIUM SPECIMEN
HIS012011003,HISTO HER 2 NEU (HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2)
HIS012011031,HISTOPATH - GASTRIC BIOPSY
HIS014,HISTOPATH - 1 (ONE) LARGE SPECIMEN
HIS019,HISTOPATH - RADICAL SPECIMEN
HIS040,HISTOPATH
HIS041,HISTOPATH (LEVEL4)
HIS045,HISTOPATH-TISSUE (ANY SITE )
HIS049,BIOPSY X-LARGE- STAT
HIS054,FNAB PER ADDITIONAL SLIDE
HIS055,ULTRASOUND GUIDED CORE NEEDLE BIOPSY BREAST A
HIS062,LEVEL III (SURGICAL PATHOLOGY)
HIS069,"LEVEL IV- SURGICAL PATHOLOGY, GROSS & MICROSCOPIC EXAM"
HIS072,BIOPSY
HIS073,ONE SMALL TISSUE/ORGAN
HIS076,HISTOPATH-STOMACH
HIS092,BASIC BREAST PANEL
HIS103,SLIDE REVIEW-PROCESSING FEE WITH PF
HIS104,PROSTATIC TISSUE STRIPS
HIS112,HISTOPATH COLON BIOPSY
HIS115,HISTOPATH-SMALL BREAST MASS
HIS137,"HISTOPATH PROCESSING FEE, MEDIUM"
HIS169,HISTOPATH-SMALL PROCESSING FEE
HIS173,HISTOPATH LEVEL 1
HIS181,HISTOPATH RECEIVING FEE
HIS195,HISTOPATH -TISSUE
HIS410,HISTOPATH- BIOPSY CORE NEEDLE
HIS412,HISTOPATH- BIOPSY ENDOSCOPIC
HIS417,HISTOPATH-BIOPSY MEDIUM BREAST
HIS420,HISTOPATH- BIOPSY MEDIUM SIZE
HIS429,"HISTOPATH- CELL BLOCK, CELL CYTOLOGY- RUSH"
HIS455,HISTOPATH BIOPSY WITH H. PYLORI DETECTION
HIS458,ROUTINE HISTOPATH ( SMALL SPECIMEN 1-2 BLOCKS )
HIS459,ROUTINE HISTOPATH (SMALL SPECIMEN 1-2 BLOCKS)
HIS485,LIVER BIOPSY
HIS492,PUNCH SKIN BIOPSY HEMATOXYLIN AND EOSIN (SMALL SPECIMEN)
HIS498,"ROUTINE HISTOPATH, LEVEL II COMPLEXITY"
HIS499,"ROUTINE HISTOPATH, LEVEL IV COMPLEXITY"
HIS585,"ROUTINE HISTOPATH, LEVEL VI COMPLEXITY"
HIS608,HISTOPATH EXTRA LARGE (SO)
HIS643,CALRETININ - IHC
HIS751,ANTI - P63
HIS758,ERA & PRA (ESTROGEN & PROGESTERONE RECEPTOR ARRAY)
HIS763,GATA - 3
HIS792,PAP SMEAR ROUTINE PROFESSIONAL FEE
HIS801,CORE BIOPSY WITH HISTOPATHOLOGY WITHOUT PF
HIS802,ADDITIONAL FEE (SEND OUT)
HIS826,(CK7) CYTOKERATIN 7 (IMMUNOHISTOCHEMISTRY)-SEND OUT)
HIS838,ESTIMATED GLOMERULAR FILTRATION RATE (EGFR) TISSUE (SEND OUT)
HIS859,PLASMA EGFR (ESTIMATED GLOMERULAR FILTRATION RATE) SEND-OUT
HIS871,HISTOPATH - H. PYLORI STAINING
HIS892,ROUTINE HISTOPATH ( MEDIUM SPECIMEN 3 - 5 BLOCKS )
HIS895,HISTOPATH (SLIDE REVIEW)
HIS896,HISTOPATH LEVEL 3 (STAT)
HIS899,HISTOPATH LEVEL 5 (STAT)
HIS934,HISTOPATH LEVEL 3-WITH REQUEST
HIS954,HISTOPATH-LEVEL 5 (SURGICAL PATHOLOGY)
JN0010212,UROFLOWMETRY
JN09242010,ULTRASOUND - LIVER
JN10042010,CARDIAC MONITORING
JN1027001,COLONOSCOPY
JN1027002,GASTROSCOPY
JN10811228,XRAY CHEST AP VIEW
JN10813001,XRAY-CHEST APL 11X14
JN10813399,XRAY CHEST APL
JN10817001,XRAY-FOREARM APL/ AP & LAT/ AP/LAT (UNILATERAL)
JN10817003,XRAY-WRIST APL UNILATERAL 11X14
JN10817005,XRAY-LEG AP/LAT
JN10817006,XRAY-FEMUR APL 11X14
JN10817007,XRAY-LUMBAR SPINE APL 11X14
JN10817010,XRAY-BABYGRAM
JN10817012,XRAY-T-CAGE AP/LAT
JN10817014,XRAY-T-CAGE AP/OBLIQUE
JN10817017,LARGE HISTOPATH
JN10817018,EXTRA LARGE HISTOPATH
JN10819001,URINE CULTURE AND SENSITIVITY WITH ARD
JN10820001,SPUTUM INDUCTION
JN10821028,SPUTUM AFB X2
JN1105001,MAMMOGRAM
JN1117001,HYSTEROSCOPY
JN1118002,LAPAROSCOPIC CHOLECYSTECTOMY (PF INCLUDED/NET OF PHIC)
JN1207002,TRANSCRANIAL DUPLEX SCAN
JN1207003,RENAL DUPLEX SCAN
JN1220001,UROFLOWMETRY
JN1220002,UPCR (URINE PROTEIN CREATININE RATIO)
LAB-101910155,ANA WITH TITER
LAB-STAT0189,(ESR) ERYTHROCYTE SEDIMENTATION RATE-STAT
LAB-STAT0203,"SODIUM AND POTASSIUM (NA, K) - STAT"
LAB-STAT0206,DENGUE DUO TEST-STAT
LAB-STAT0217,CREATININE (SERUM) - STAT
LAB-STAT0217,
LAB-STAT0227,ULTRASOUND-8 ORGANS (STAT)
LAB-STAT0259,PROTHROMBIN TIME (PTPA )STAT
LAB-STAT0309,APTT - STAT
LAB-STAT0317,DENGUE NS1-STAT
LAB-STAT0318,IRON - STAT
LAB-STAT0332,CREATININE (MICROSCOPY) STAT
LAB-STAT0345,PHOSPHORUS (CHEMISTRY) STAT
LAB-STAT0352,PROTEIN QUANTITATIVE (STAT)
LAB-STAT0361,SERUM IRON(STAT)
LAB-STAT0364,SUGAR (CHEMISTRY)  STAT
LAB-STAT0366,SUGAR-CSF (STAT)
LAB-STAT0371,SODIUM & POTASSIUM (MICROSCOPY) (STAT)
LAB-STAT0373,SODIUM SERUM-STAT
LAB-STAT0412,ESOPHAGOGASTRODUODENOSCOPY{ADD-ON)-STAT
LAB-STAT0415,FERRITIN - STAT
LAB-STAT0418,DENGUE ANTIGEN TEST - STAT
LAB-STAT0419,PHOSPHOROUS SERUM - STAT
LAB-STAT0493,URINE SODIUM
LAB-STAT0594,BEDSIDE ECG-STAT
LAB-STAT0601,STAT CERVICAL SPINE APL/OPEN MOUTH
LAB-STAT0602,STAT CHEST AP AND LATERAL CHILDREN
LAB-STAT0603,STAT CHEST AP AND LATERAL INFANT
LAB-STAT0608,STAT CHEST PA OR AP ADULT
LAB-STAT0641,STAT LUMBOSACRAL SPINE AP AND LATERAL
LAB-STAT0679,STAT CHEST XRAY (PA & LATERAL)
LAB-STAT0689,STAT CHEST AP (INFANT/CHILDREN) (PORTABLE)
LAB-STAT0756,STAT ABDOMEN SUPINE ONLY
LAB-STAT0758,STAT RIGHT FOOT APO
LAB-STAT0764,STAT CHEST BUCKY (AP & OBLIQUE)
LAB-STAT0796,"STAT 4 ORGANS (OP, ER & SEMI)"
LAB-STAT0816,STAT COLOR DOPPLER OF SCROTUM AND TESTES PORTABLE OP ER SEMI
LAB-STAT0968,"STAT WHOLE ABDOMEN ULTRASOUND (OP, ER & SEMI)"
LAB 455578897,TB QUANTIFERON IGRA TEST
LAB S1209.1,TOTAL PROTEIN A/G RATIO -SERUM
LAB S1209.2,TOTAL PROTEIN URINE - CSF
LAB S1218.3,CHLORIDE URINE RANDOM
LAB S1222.1,AMYLASE - PANCREATIC
LAB S1226.3,LDH - PLEURAL FLUID
LAB S3287.4,CREATININE URINE RANDOM
LAB0000214,X-RAY ELBOW (UNILATERAL)
LAB000112233,ULTRASOUND-PROSTATE
LAB000116,ABG (ARTERIAL BLOOD GAS)
LAB000123,NECK ULTRASOUND
LAB0006-STAT,ABO & RH TYPING - STAT
LAB001,OGTT 75 GRAMS
LAB0010-STAT,ALBUMIN - STAT
LAB0011-STAT,ALKALINE PHOSPHATASE - STAT
LAB0011223,"75 GRAM OGTT (ORAL GLUCOSE TOLERANCE TEST)"
LAB0012-STAT,AMYLASE - STAT
LAB001234,"12 LEAD ECG"
LAB0018,CULTURE AND SENSITIVITY - EXUDATES
LAB002,BUN
LAB0021,ANTIBODY SCREENING
LAB0021-STAT,ANTI HBS (HEPATITIS B SURFACE) - STAT
LAB0022,BLOOD DONOR SCREENING TEST
LAB0026-STAT,BILIRUBIN - STAT
LAB0029-STAT,BLOOD UREA NITROGEN (BUN) - STAT
LAB0029.5,BUN URINE RANDOM
LAB00299,BLOOD UREA NITROGEN (BUN)
LAB0030,CROSSMATCHING - GEL
LAB0030-STAT,BLOOD URIC ACID (BUA) BLOOD - STAT
LAB0032651,"2HPPBS (POST PRANDIAL BLOOD SUGAR)"
LAB0032654,ANTI-HBC IGM
LAB0034-STAT,
LAB0037,HBSAG (CONFIRMATORY)
LAB0041,GCT 1HOUR
LAB0043-STAT,CHOLESTEROL - STAT
LAB0045,ORAL GLUCOSE CHALLENGE TEST (OGCT) 2HOURS
LAB0048,URINALYSIS 4 PARAMETERS
LAB0051,BLEEDING TIME (DUKES)
LAB0052-STAT,C-REACTIVE PROTEIN (CRP) - STAT
LAB0053-STAT,CREATININE - STAT
LAB0054-STAT,CROSS MATCHING - STAT
LAB00552,"HEPATITIS PROFILE (HBSAG TITER, ANTI-HBS WITH TITER, ANTI HCV TITER)"
LAB0060,URINE FLOW CYTOMETRY (UFC)
LAB0062,URINE SPECIFIC GRAVITY
LAB0063,URINE MORPHOLOGY
LAB0067,CONCENTRATION TECHNIQUE FOR AMOEBA
LAB0069,TRANSFER BAG
LAB007,FBS
LAB0071-STAT,FASTING BLOOD SUGAR (FBS) - STAT
LAB0072-STAT,FECALYSIS - STAT
LAB00765,LACTATE DEHYDROGENASE (LDH)
LAB0078-STAT,FT4 - STAT
LAB0079,PLATELET
LAB0079-STAT,GAMMA-GLUTAMYL TRANSPEPTIDASE (GGTP) - STAT
LAB0080-stat,GRAMS STAIN  - STAT
LAB0081-stat,HBA1C (GLYCOSYLATED HEMOGLOBIN)-STAT
LAB0081-STAT,HBA1C (GLYCOSYLATED HEMOGLOBIN)-STAT
LAB0081-STAT,
LAB0083-stat,HBSAG SCREENING
LAB0083-stat,
LAB0085,URINE PROTEIN (QUALITATIVE)
LAB00851,URINE PROTEIN
LAB008512,URINE PROTEIN
LAB0091,HISTOPATH-1 (ONE) SMALL SPECIMEN
LAB00920,SERUM PREGNANCY TEST
LAB0094-stat,
LAB0098,LDH - LACTIC DEHYDROGENASE
LAB0098-STAT,LIPASE-STAT
LAB0098-STAT,
LAB0099-stat,
LAB0101,URINE PROTEIN CREATININE RATIO DETERMINATION
LAB0101-stat,MAGNESIUM-STAT
LAB0101-stat,
LAB010258,"2HRS POST PRANDIAL TEST"
LAB0104-stat,
LAB011014,CAPILLARY BLOOD GAS (CBG) STAT
LAB0111001,URINE CALCIUM (RANDOM)
LAB0111002,URINE URIC ACID
LAB0111003,URINE KETONES
LAB0111004,"24 HOURS URINE CHLORIDE"
LAB0111005,"24 HOURS URINE CREATININE"
LAB0111007,"24 HOURS URINE PHOSPHORUS"
LAB0111008,"24 HOURS URINE POTASSIUM"
LAB0111009,"24 HOURS URINE SODIUM"
LAB0111010,BILIRUBIN
LAB0111013,THYROXINE (T4) RIA
LAB0111018,BLOOD TYPING / ABO BLOOD TYPING
LAB0111019,(CMV-IGG) CYTOMEGALOVIRUS IGG
LAB0111020,(CMV-IGM) CYTOMEGALOVIRUS IGM
LAB0111021,CONNECTING PEPTIDE (C- PEPTIDE)
LAB01110211,FASTING C PEPTIDE
LAB0111022,"LIVER PANEL-(ALT,ALP,ALB,AST,TBIL,DBIL,TP)"
LAB0111023,GLUCOSE CHALLENGE TEST OGCT 75GMS
LAB0111025,OGTT 75 GRAMS
LAB0111026,OGTT 100 GRAMS
LAB0111027,RENAL PANEL
LAB0111028,DIABETIC PANEL
LAB01110453,BLOOD TYPING
LAB0111200,PHOSPHORUS
LAB01122233,HIP XRAY
LAB0114,"24 HRS. URINE CREATININE CLEARANCE (24 DEGREE ECC)"
LAB0115-stat,PARTIAL THROMBOPLASTIN TIME - STAT
LAB0119,CROSSMATCHING & RBC ATYPICAL ANTIBODY SCREEN
LAB0119-STAT,POTASSIUM-STAT
LAB0119-STAT,
LAB0120-STAT,PREGNANCY TEST-STAT
LAB0122-stat,PROTHROMBIN TIME  - STAT
LAB01223344,ULTRASOUND UPPER ABDOMEN
LAB012235,MOC31
LAB0123-stat,
LAB01234,"24 HOURS BP MONITORING"
LAB0124,"ORAL GLUCOSE TOLERANCE TEST (OGTT)-75 GMS 3 SPECIMENS - HOUR (O, 1, 2)"
LAB0128-STAT,ROUTINE URINALYSIS-STAT
LAB0128-STAT,
LAB0132-stat,SGOT/AST - STAT
LAB0133-stat,SERUM GLUTAMIC-PYRUVIC TRANSAMINASE (SGPT/ALT) - STAT
LAB0133-stat,
LAB0133-STAT,SERUM GLUTAMIC-PYRUVIC TRANSAMINASE (SGPT/ALT) - STAT
LAB0133-STAT,
LAB0135-stat,SODIUM-STAT
LAB0135-stat,
LAB0135-STAT,
LAB0141-stat,TOTAL PROTEIN AG RATIO - STAT
LAB0142,THYROID MARKERS 4 (FT3 FT4)
LAB0150-stat,TSH - STAT
LAB0157-STAT,CPK MB - STAT
LAB0160,TUBEX
LAB0160-STAT,CREATINE KINASE-MB (CK-MB) - STAT
LAB0161,(T3) TRIIODOTHYRONINE; FREE
LAB0162,IONIZED CALCIUM
LAB0162,
LAB0162-STAT,RBS - STAT
LAB0163,SPUTUM CULTURE ONLY
LAB0165-STAT,ROUTINE URINALYSIS - STAT
LAB0170,FERRITIN
LAB0170-STAT,RED BLOOD CELL (RBC) - STAT
LAB01730,ANTI BODY HEPATITIS C EIA
LAB0183,GLUCOSE (CBS) CAPILLARY BLOOD SUGAR
LAB0187,SALMONELLA IGG/IGM
LAB0188,SPUTUM CULTURE
LAB0192,"ELECTROLYTE PANEL (NA, K, CL)"
LAB0193,"THYROID PANEL (T3,T4,TSH,FT3,FT4,FTI)"
LAB0197,CHEM 20
LAB0198,(EH) ENTAMOEBA HYSTOLYTICA TEST
LAB02060,APTT
LAB02062,APTT
LAB02063,APTT (ACTIVATED PARTIAL THROMBOPLASTIN TIME)
LAB02101,CHLORIDE
LAB0211312,BIOPSY SPECIMEN
LAB021303,(CBC) COMPLETE BLOOD COUNT W/O PLATELET COUNT STAT
LAB021510,H PYLORI
LAB0216,H PYLORI STOOL
LAB0216001,DENGUE IGM BLOT
LAB0216002,DENGUE IGG BLOT
LAB0216003,"24 HOUR AMBULATORY BLOOD PRESSURE(AMBP) MONITORING"
LAB0216004,GLOBULIN
LAB0216005,THROAT SWAB
LAB0216007,SALMONELLA TYPHI
LAB021601,H PYLORI TOOL ANTIGEN TEST
LAB02169,H PYLORI STOOL ANTIGEN
LAB022,POTASSIUM
LAB0224004,SERUM OSMOLALITY
LAB0226,(PT) PROTIME SYSMEX
LAB0238,CULTURE AND SENSITIVITY - SPUTUM W/ GRAMS STAIN
LAB0243,PROTIME (PT) W/ INT''L NORMALIZED RATIO (INR)
LAB0247,CULTURE & SENSITIVITY-GRAM STAIN W/ THROAT SWAB
LAB0256,ANAEROBIC CULTURE (BLOOD)
LAB0258,CULTURE AND SENSITIVITY - AEROBIC W/ ARD
LAB0259,CULTURE AND SENSITIVITY - URETHRAL DISCHARGE
LAB0261,PROCESSING FEE FOR PACKED RBC
LAB0268,OGTT-2H
LAB02981,PERIPHERAL BLOOD SMEAR (PBS)
LAB03002,HEPATITIS PROFILE
LAB0301,C3 W/ DILUTION
LAB0307,HEPATITIS PROFILE A AND B
LAB0310001,"24 HOURS URINE CREA CLEARANCE"
LAB0310003,ANTI HBC TOTAL
LAB0310005,CHEM 7 (CHEM 6 + HDL + LDL)
LAB0310007,CHEM 5 (FBS + BUA + CREA + TOTAL CHOLE + TRYGLECERIDES)
LAB0310008,DENGUE RAPID TEST
LAB0310014,HEPATITIS B PROFILE
LAB0310015,H-PYLORI RAPID
LAB0310017,RANDOM BLOOD SUGAR/CAPILLARY BLOOD GLUCOSE (RBS / CBG)
LAB0310018,TYPHI RAPID TEST
LAB0310020,"24 HOURS URINE ALBUMIN"
LAB0310022,"24 HOURS URINE MAGNESIUM"
LAB0310023,DHEA-S
LAB0310024,(DSDNA) NATIVE/DOUBLE DNA ANTIBODY
LAB0310026,URINE MAGNESIUM
LAB0310028,TIBC + IRON
LAB0310031,FECALYSIS WITH OCCULT BLOOD
LAB0310032,FT4 (ECLIA)
LAB0310033,THYROID STIMULATING HORMONE (TSH) ECLIA
LAB03102,PERIPHERAL BLOOD SMEAR
LAB0311,ANTI-SMITH
LAB0314002,"(ANTI-HBC) HEPATITIS B CORE, TOTAL"
LAB0314004,DIRECT BILIRUBIN (B2)
LAB0314005,INDIRECT BILIRUBIN
LAB0314009,"THYROID PANEL / SCREEN (FT3, FT4, TSH)"
LAB0314889,"FREE TRIIODOTHYRONINE, FREE THROXINE (FT3, FT4)"
LAB0315,HEPARENAL PROFILE
LAB0317,INTACT PARATHYROID HORMONE (IPTH)
LAB0317001,PREGNANCY TEST (BLOOD)
LAB0319512,CA: CALCIUM
LAB0320,ANTI-HBS (HEPATITIS B SURFACE ANTIGEN) ELISA
LAB0322,TOTAL CREATININE
LAB0322001,DENGUE DOT
LAB0322002,DENGUE DUO (DENGUE NS1 AG + IGG/IGM)
LAB0322004,CBC W/ PERIPHERAL BLOOD SMEAR
LAB0322005,RHEUMATOID ARHRITIS (RA)
LAB0322006,RHEUMATOID FACTOR (RF)
LAB0325,"24 HOUR UREA NITROGEN"
LAB0327,FUNGAL CULTURE AND SENSITIVITY
LAB0331,TOTAL PSA (PROSTATE SPECIFIC ANTIGEN)
LAB0333,BLOOD CULTURE AND SENSITIVITY W/ ARD
LAB0335,T3 (EIA)
LAB0336,THYROXINE (T4) EIA
LAB0339,"CULTURE AND SENSITIVITY (URINE, WOUND, SPUTUM)"
LAB0340,"CULTURE AND SENSITIVITY (URINE, WOUND, SPUTUM) ANAEROBIC"
LAB0343,FT3-FT4 (RIA)
LAB0344,FT3-FT4-TSH (RIA)
LAB0350,T3-T4 (RIA)
LAB0351,BLOOD COMPATIBILITY TEST
LAB0353,ALBUMIN/GLOBULIN RATIO
LAB0354,CHOLESTEROL/HDL RATIO
LAB0361,"2HRS POST PRANDIAL BLOOD SUGAR (AFTER MEAL)"
LAB03633,BILIRUBIN
LAB0366,HBV-DNA QUANTI
LAB0372,BLOOD INDICES
LAB0374,HISTOPATH-H PYLORI
LAB0389,TOTAL PROTEIN-PLEURAL FLUID
LAB0390,SERUM IGE
LAB0394,MICRAL TEST (QUANTI)
LAB0395,ANTI-HCV / HCV-RNA (QUANTITATIVE)
LAB0397,E.HISTOLYTICA ELISA TEST (EHEIA)
LAB0401001,URINALYSIS WITH RBC MORPHOLOGY
LAB0407003,(CYA) CYCLOSPORINE TROUGH LEVEL
LAB0407004,(DRVVT) DILUTE RUSSEL VIPER VENOM TIME
LAB0407012,(MAFB) MODIFIED ACID FAST STAIN - DIRECT SMEAR
LAB0407013,(RF-QUANTI) RHEUMATOID FACTOR - QUANTITATIVE
LAB0407026,ANTI - SSB OR ANTI-LA
LAB0407029,"AUTOLOGOUS DONATION (INCLUDING TYPE, SCREEN & CROSSMATCH)"
LAB0407035,BILIRUBIN - FRACTIONATED
LAB0407038,"BODY FLUID CHEMISTRY/QUANTITATIVE (GLUCOSE, PROTEIN, LDH)"
LAB0407042,CULTURE AND SENSITIVITY - PLEURAL FLUID
LAB0407054,"CULTURE AND SENSITIVITY - DISCHARGE OR SWAB (SPECIFY(, ROUTINE"
LAB0407075,CULTURE AND SENSITIVITY - URINE WITH COLONY COUNT
LAB0407085,"CARDIAC FUNCTION 1 (TROP, CK, CKMB)"
LAB0407088,CELL COUNT - CSF
LAB0407089,CELL COUNT - OTHER BODY FLUIDS
LAB0407091,CELL COUNT - PLEURAL FLUID
LAB0407093,"CHEM PANEL 12-(GLU, BUN, CREA, CHOL, URIC, NA, TRIG, AST, ALT, CO2, K, CL)"
LAB0407094,"CHEM PANEL 17-(NA, K, CL, CO2, TP,CHOL, URIC, CREA, BUN, GLU, TBIL, ALP, LDH"
LAB0407095,"CHEM PANEL 23 (FBS,BUN,CREA,URIC,LIPID,AST,ALT,TBIL,DBIL,IBIL,TPAG, A/G, ALP,NA,K,C1,CA,P)"
LAB0407103,"COMPREHENSIVE THYROID PROFILE-TSH, T3, T4, FT3, FT4"
LAB0407104,CREATININE - RADIOLOGY USE
LAB0407106,CROSSMATCHING PER UNIT
LAB0407112,CULTURE AND SMEAR - AFB (TB;MYCOBACTERIA) PER SAMPLE
LAB0407114,CULTURE ONLY - URINE W. COLONY COUNT
LAB0407120,CYTOLOGY - (CYTOSPIN) FOR URINE
LAB0407138,DENGUE PANEL - FULL (NS1 ANTIGEN + DENGUE IGM & IGG)
LAB0407140,DHEA
LAB0407146,"ED PANEL (CBC, GLU, BUN, CREA, NA, K, CL)"
LAB0407151,ESTROGEN RECEPTOR ASSAY (ERA)
LAB0407155,"EXECHEM PANEL (FBS, BUN, CREATININE, URIC ACID, NA, K, LIPID PANEL)"
LAB0407158,FREE TESTOSTERONE
LAB0407159,FROZEN SECTION - SINGLE SPECIMEN (OR FIRST SPECIMEN)
LAB0407160,FROZEN SECTION - 2ND & SUCCEEDING SPECIMEN / ADDITIONAL BLOCK
LAB0407167,GLUCOSE - PLEURAL FLUID
LAB0412,ALLERGY PANEL 8 (INHALANT)
LAB0412006,(ANTI B2GP1) BETA 2 GLYCOPROTEIN 1 IGG
LAB0412007,(APAS) ANTIPHOSPHOLIPID ANTIBODY SYDROME
LAB0418004,H-PYLORI IGM
LAB0418005,ANTI-HELICOBACTER PYLORI IMMUNOGLOBULIN G (IGG)
LAB0418006,HAV IGG (HEPATITIS A)
LAB0418013,"IMMUNOGLOBULIN/GAMMAGLOBULIN PANEL (IGG,IGA,IGM, IGE)"
LAB0418014,INFECTIOUS SCREEN FOR BLOOD BANK
LAB0418016,INSULIN - TOTAL
LAB0418019,"KOH MOUNT (FUNGAL SMEAR), HAIR, SKIN & NAILS"
LAB0418020,LACTATE (LACTIC ACID)
LAB0418021,"LE PANEL (ANA, DSDNA,ENA,JO-1) OR LUPUS PANEL"
LAB0418046,PRA SCREENING (PANEL REACTIVE ANTIBODY)
LAB0418047,PROCALCITONIN
LAB0418050,"PROTEIN, PERITONEAL FLUID"
LAB0418051,"PROTEIN, PLEURAL FLUID"
LAB0418053,PARTIAL THROMBOPLASTIN TIME (PTT) WITH MIXING STUDIES
LAB0418058,SAVE SERUM (WILL BE DISCARDED AFTER 3 MONTHS)
LAB0418065,"SPECIAL STAIN; GROUP II, ALCIAN BLUE STAIN"
LAB0418070,SPECIFIC ALLERGEN - CHICKEN
LAB0418073,SPECIFIC ALLERGEN - EGG WHITE
LAB0418075,SPECIFIC ALLERGEN - MILK
LAB0418076,SPECIFIC ALLERGEN - PEANUT
LAB0418077,SPECIFIC ALLERGEN - SHRIMP
LAB0418078,SPECIFIC ALLERGEN - SOYA
LAB0418079,SPECIFIC ALLERGEN - WHEAT
LAB0418081,STOOL EXAMINATION WITH CONCENTRATION
LAB0418094,TISSUE C-ERBA-2 (HER-2)
LAB0418099,TISSUE CYTOKERATIN (BASIC)
LAB0418104,TISSUE KI-67
LAB0418108,P63 IMMUNOHISTOCHEMISTRY/PROTEIN 63
LAB0418114,TISSUE TDT (TERMINAL DEOXYNUCLEOTIFYL TRANSFERASE)
LAB0418115,TISSUE TTF-1 (THYROID TRANSCRIPTION FACTOR 1)
LAB041812,CANCER ANTIGEN (CA15-3)
LAB0418139,USE OF TRANSFER BAG
LAB0418140,"USE OF WELDER, PER UNIT OF BLOOD"
LAB0419003,BILIRUBIN 1 BILIRUBIN 2 TEST COMP.
LAB0419004,CEREBROSPINAL FLUID (CSF) IGG
LAB0419006,E. HISTOLYTICA DETERMINATION
LAB0419016,HDL AND LDL
LAB0419018,INFLUENZA A AND B
LAB0419022,PLEURAL FLUID ANALYSIS
LAB0419023,PLEURAL FLUID Q/Q
LAB0419026,SERUM IMMUNOGLOBULIN A (IGA)
LAB0419027,SERUM IGG
LAB0419028,SERUM IGM
LAB0419031,T3-T4-TSH RIA (PACKAGE)
LAB0419032,URINE TB PCR
LAB0419034,TSH (EIA)
LAB0419037,VITAMIN D3 SERUM
LAB0419039,URINE CULTURE ONLY
LAB0419042,AG RATIO
LAB0419047,CULTURE AND SENSITIVITY - BODY FLUIDS
LAB0427,PROTEIN INDUCED BY VITAMIN K ABSENCE-II (PIVKA-II)
LAB0432,SENSITIVITY TEST FOR MTB W/ PZA
LAB0441,ALBUMIN (CSF)
LAB0442,AMMONIA (PLASMA)
LAB0444,"CHOLESTEROL,TOTAL"
LAB0446,"24HR TOTAL URINE PROTEIN"
LAB044628,"24HR AMBULATORY BP MONITORING"
LAB0447,URINE-TOTAL PROTEIN
LAB0455000,KOH
LAB0456,TYPHI ANTIGEN
LAB0460,RENAL PANEL A
LAB0462,RENAL PANEL C
LAB0475,(RA-QUANTI) RHEUMATOID ARTHRITIS - QUANTITATIVE
LAB0478,CHOLESTEROL/LDL RATIO
LAB0489,AMSLER GRID TEST
LAB0494,ANTI-GLUTAMIC ACID DECARBOXYLASE (GAD)
LAB0503001,ANTI-THYROID ANTIBODIES (ANTI-TPO & ANTI THYROGLOBULIN)
LAB0503002,"HIGH-DENSITY LIPOPROTEIN,LOW-DENSITY LIPOPROTEIN, VERY-LOW-DENSITY LIPOPROTEIN (HDL, LDL-VLDL)"
LAB0503003,PAPS SMEAR (READING)
LAB0503004,"17 HYDROXY PROGESTERONE"
LAB0503025,ANCA (A-NEUTROPHIL CYTOPLASMIC ABS)
LAB0503072,H-PYLORI STOOL ANTIGEN
LAB0503074,INSULIN GROWTH FACTOR-1 (IGF-1)
LAB0503089,LUPUS ANTICOAGULANT/(DRVVT-DILUTE RUSSELL VIPER VENOM TIME)
LAB0503102,OSTEOCALCIN
LAB0503106,PLASMA METANEPHRINE
LAB0503120,SEX HORMONE BINDING GLOBULIN (SHBG)
LAB0503136,TSH ANTIBODY (RIA)
LAB0503139,VITAMIN B 1 (THIAMINE)
LAB0509001,VITAMIN D ASSAY/25-OH/CALCIDIOL 25-HYDROXYCHOLECALCIFOEROL TEST
LAB051024,SPUTUM MTB GENEXPERT
LAB0512001,ANTI-H PYLORI
LAB0512002,ASPIRATION CYTOLOGY
LAB0512007,CULTURE & SENSITIVITY - CSF
LAB0512010,FERRITIN (ABC)
LAB0512014,(ANTI-HBC) HEPATITIS B CORE ANTIBODY
LAB0512020,MEASLES IGG
LAB0512025,RITDF
LAB0512028,SERUM INSULIN ASSAY
LAB0512033,THYROGLOBULIN IGG
LAB0512044,FOLEY CATHETER INSERTION
LAB0512053,NSS NEBULIZATION
LAB051291000,MAGNESIUM
LAB0528001,PROTIME (PT) AND PARTIAL THROMBOPLASTIN TIME (PTT)
LAB05280342,PARTIAL THROMBOPLASTIN TIME (PTT)
LAB0535,HISTOPATH-CORE BIOPSY (PROSTATE)
LAB0543,ANTI-THYROGLOBULIN (IRMA)
LAB0551,KIDNEY PROFILE
LAB0567,RHEUMATOID FACTOR LATEX
LAB0572,TOTAL TESTOSTERONE
LAB0577,"ORAL GLUCOSE SOLUTION-50G,75G,100G"
LAB0587,"SPECIAL STAIN; GROUP I, GIEMSA STAIN"
LAB0597,MTB-PCR SPUTUM
LAB0602001,"SODIUM AND POTASSIUM (NA, K)"
LAB0602002,FT4 AND TSH
LAB0605,ESTRADIOL RIA
