"cptcode","cptdesc"
LAB0623015,ESTROGEN/PROGESTERONE (ER/PR + HER 2 - NEU) (PACKAGED)
LAB0623016,ER/PRA(ESTROGEN/PROGESTERONE RECEPTOR ASSAY)
LAB0623017,FACTOR 5 (LEIDEN)
LAB0623022,PROGESTERONE RECEPTOR ASSAY
LAB0623024,THALLIUM
LAB0626,METANEPHRINE
LAB0629,HISTOPATH-BONE MARROW BIOPSY
LAB0631,C-REACTIVE PROTEIN (CRP) LATEX
LAB0633,CLUSTER OF DIFFERENTIATION 34 (CD 34) BE12
LAB0634,IMMUNOHISTOCHEMISTRY (IHC) CD68 /CLUSTER OF DIFFERENTIATION (CD 68)
LAB0637,ANTI-TREPONEMA PALLIDUM (SYPHILIS)
LAB0641,FINE NEEDLE ASPIRATION BIOPSY (FNAB)-THYROID
LAB0646,DENGUE IGG AND IGM
LAB0647,CULTURE AND SENSITIVITY-TB SPUTUM
LAB0648,(TSH) THYROID STIMULATING HORMONE-RIA
LAB0652,"24 URINE MICROALBUMIN/CREATININE ASSAY"
LAB0654,ABSOLUTE EOSINOPHIL COUNT
LAB0664,CULTURE AND SENSIVITY-ANAEROBIC WITH ARD
LAB0669,"ERA,PRA,C-ERB2,KI-67"
LAB0674,FITE FARACO STAIN
LAB0675,FNAB-SMEARS ONLY (WITH ASPIRATION)
LAB0676,HER-2 FISH
LAB0678,IMPULSE OSCILLOMETRY
LAB0687,PT MIXING STUDIES
LAB0688,SYMPATHETIC SKIN RESPONSE (SSR)
LAB0692,TISSUE BER-EP4
LAB0693,TISSUE BETA-AMYLOID
LAB0698,TISSUE CD-21
LAB0699,TISSUE CD-34
LAB0704,TISSUE CD-X2
LAB0705001,AMYLASE - BODY FLUID
LAB0705003,ANTI HIV (RAPID TEST)
LAB0705004,BLOOD CHEMISTRY 6
LAB0705006,"CHEMISTRY 10 (BUN,CREA,NA,K,CL,CARBON DIOXIDE,BICARBONATE,GLUCOSE,CALCIUM,MAGNESIUM, PHOSPHATE)"
LAB0705009,HEPATITIS B SURFACE ANTIGEN (HBS AG) SCREENING (EIA)
LAB0705011,GRAMS STAIN - URINE
LAB0707002,BUN AND CREATININE RATIO
LAB0707005,GBS - GROUP B STREPTOCOCCUS TEST
LAB0707006,MRSA - METHICILLINE RESISTANT STAPHYLOCOCCUS AUREUS
LAB0707007,PROSTATE-SPECIFIC ANTIGEN
LAB0707008,CULTURE AND SENSITIVITY - RESPIRATORY SECRETIONS
LAB0707012,VACUTAINER
LAB0718001,SUGAR (CHEMISTRY)
LAB0719,TISSUE LAMBDA (ANTIBODY)
LAB0721,TISSUE MYOSIN HEAVY CHAIN (SMOOTH MUSCLE)
LAB0725001,"24-HOUR URINE PROTEIN AND CREATININE"
LAB07250010,"24 HOUR URINE PROTEIN"
LAB0725002,ONE SMALL TISSUE / ORGAN
LAB0725003,CONCENTRATION METHOD FOR TB
LAB0726,PHENOBARBITAL
LAB0728,TOTAL IRON
LAB0729,HEPATITIS PROFILE AB AND C
LAB072911001,TSH (ELISA)
LAB072911002,FT3 (ELISA)
LAB072911003,FT4 (ELISA)/FT4 (EIA)
LAB0730,CAPILLARY BLOOD GLUCOSE (SLMC-EMERGENCY CARE DEPARTMENT)
LAB0731,CAPILLARY BLOOD GLUCOSE (SLMC-CARDIAC REHABILITATION)
LAB0732,CAPILLARY BLOOD GLUCOSE (SLMC-CARDIAC CATHETERIZATION LABORATORY)
LAB0738,CBG DETERMINATION (SLMC-CENTER FOR LIVER DISEASES)
LAB0739,(HBSAG) HEPATITIS B SURFACE ANTIGEN-TITER
LAB0740,(HBEAG) HEPATITIS B ENV. ANTIGEN-QUANTI
LAB0743,ANTI-HBC IGM
LAB0755,CORE NEEDLE BREAST BIOPSY (UNILATERAL)
LAB0757,HLA SPECIFIC ANTIBODY CLASS I
LAB0758,HLA SPECIFIC ANTIBODY CLASS I & II
LAB0763,INSULIN LEVEL
LAB0764,URINE-CS/GS
LAB07655,THYROID STIMULATING HORMONE (NUCLEAR MED)
LAB0772,PLASMA INSULIN
LAB0778,FREE TRIIODOTHYRONINE-THYROID-STIMULATING HORMONE (FT3 TSH)
LAB0780,HBA1C (GLYCOSYLATED HEMOGLOBIN) DCA
LAB0794,SERUM FREE LIGHT CHAIN PANEL
LAB0796,ANTI-MULLERIAN HORMONES (AMH)
LAB0797,CAPILLARY BLOOD GLUCOSE (SLMC-WOUND CARE CENTER)
LAB0798,TISSUE CA 125
LAB0804001,OGTT 2 SAMPLES
LAB0804003,CYSTONOGRAM
LAB0804004,PRE-POST BRONCHO DILATOR
LAB0806,"24 URINE MICROALBUMIN/CREATININE ASSAY (SLMC-SATELLITE WAREHOUSE SERVICES)"
LAB0808,LIPOPROTEIN A
LAB0808002,"BONE DENSITOMETRY (SPINE, HIPS AND WRIST)"
LAB0808003,WHOLE BODY BONE DENSITOMETRY
LAB0808004,CYSTATIN C TEST
LAB0809001,FT3 (EIA)
LAB0809002,FT4 (EIA)
LAB0810001,MAGIC 10
LAB0810012,FT3 - IRMA
LAB0810013,FT4 - IRMA
LAB0810017,BILIRUBIN 1
LAB0815,"HEPATITIS PROFILE (A,B,C)"
LAB0817,SERUM FREE BETA HCG
LAB0820,CARBOHYDRATE ANTIGEN 19-9
LAB0824,ANTI-HBSAG (EIA)
LAB0825,ACTH STIMULATION TEST WITH PF
LAB0827,FA/OCT
LAB0828000,ALBUMIN
LAB08299170,THYROID UTZ WITH COLOR FLOW DOPPLER
LAB0835,EMG+EEG(2 LIMBS)-2HRS W/PF/RF (B)
LAB0845,(ANTI-HBE) HEPATITIS B ENVELOPE ANTIBODY (EIA)
LAB0846,(ANTI-HBC) HEPATITIS B CORE ANTIBODY (EIA)
LAB0847,ANTI HBC IGM (EIA)
LAB0848,ANTI HAV (HEPATITIS A VIRUS)-IGM (EIA)
LAB0849,ANTI-HCV (EIA)
LAB08491,ANTI-HCV (HEPATITIS C INFECTION)
LAB0850,TISSUE CANCER ANTIGEN (CA) 15-3
LAB0851,MICROALBUMIN
LAB0852,BETA HCG-QUANTITATIVE
LAB0854,URINE MTB PCR
LAB0855,(CEA) CARCINOEMBRYONIC ANTIGEN - TITER
LAB0857,ELECTROLYTES PANEL
LAB0858,CONCENTRATION METHOD FOR TB WITH DIRECT INTERPRETATION
LAB0859,COMBINED DIAGNOSTIC AND THERAPY-SLEEP STUDY
LAB0860,PHOTOTHERAPY
LAB0861,HCG PREGNANCY TEST (ER)
LAB0863,(CPK) CREATININE PHOSPHOKINASE
LAB0864,(CK) CREATINE KINASE
LAB0865,"2 HOURS POST PRANDIAL BLOOD SUGAR+FBS (FASTING BLOOD SUGAR)"
LAB0867,DIRECT ANTIGLOBULIN TEST
LAB0869,LIVER PROFILE
LAB0871,ACID- FAST BACILLI (AFB) BACTEC
LAB0874,ANTI-HEPATITIS A (HAV)-QUANTI
LAB0875,REPEAT CBG
LAB0876,CULTURE AND SENSITIVITY-URINE (BACTEC)
LAB0877,CULTURE AND SENSITIVITY-URINE (AUTOMATED)
LAB0878,LEPTOSPIRAL (IGM)
LAB088,URINE CULTURE
LAB0880,RA/RF LATEX AGGLUTINATION TEST
LAB0883,CULTURE AND SENSITIVITY-SPUTUM MTB (BACTEC)
LAB0888,ANTI-HBS (HEPATITIS B SURFACE) EIA
LAB0890,IMMUNOCHEMISTRY PANEL
LAB09,GRAM STAIN
LAB0907,PAPS SMEAR COLLECTION
LAB0909,CELL COUNT AND DIFF. COUNT - PLEURAL FLUID
LAB0911,LEPTOSPIROSIS (IGM&IGG)
LAB0912,VITAMIN D DETERMINATION
LAB0913,ANTI HBC (HEMOGLOBIN C) IGG - TOTAL
LAB091674,TYPHIDOT IGG/IGM
LAB0917,ANTI-HAV IGG/IGM
LAB0919,VITAMIN D LEVEL
LAB09191,VITAMIN D LEVEL
LAB0920,ELECTROLYTES-SERUM
LAB0921,(GFR) GLOMERULAR FILTRATION RATE
LAB0923,ANTI-DSDNA (IMMUNOFLUORESCENT ASSAY)
LAB0928,CARDIAC PANEL
LAB093,FT4 (FREE THROXINE)
LAB0930,WHOLE BODY BONE DENSITOMETRY+LUMBO SPINE+HIPS+FOREARM
LAB0936,EXECUTIVE PANEL B
LAB0937,EXECUTIVE PANEL C
LAB0946,"CHEMISTRY 8 (BUN,CREA,GLUCOSE,TOTAL CO2,ANION GAP,IONIZED CA,K,CL,HCT,HGB)"
LAB0947,CHEMISTRY 12
LAB0948,DENGUE VIRUS TEST
LAB0951,"CBC,PLATELET COUNT AND URINALYSIS"
LAB0961,"DENGUE NS1, CBC AND PLATELET COUNT"
LAB0967,OCCULT BLOOD STOOL (RIA)
LAB09690,URINE PROTEIN CREATININE RATIO
LAB0970,FECAL OCCULT BLOOD SEMI-QUANTI IMMUNOASSAY
LAB0972,ANTI-SMITH/ANTI-RNP (RIBONUCLEOPROTEIN)
LAB0973,ANTI-SSA AUTOANTIBODIES/ANTI-SS/ANTI-RO
LAB0974,CHEMISTRY 5
LAB0979,URETHRAL DISCHARGE GRAM STAIN
LAB0987734,DETOXICARE SWAB
LAB098795,RAPID ANTIGEN TEST
LAB0987991,(DO NOT USE) COVID 19 RAPID TEST
LAB0989,FASTING INSULIN (SERUM)
LAB0992,H. PYLORI TEST
LAB0995,SPUTUM AFB EXAM
LAB0996,EXECUTIVE PANEL D
LAB0999,URINALYSIS WITH NITRATES
LAB1000,HUMAN LEUKOCYTE ANTIGEN (HLA) - CLASS I MONOCLONAL
LAB10000,ORAL GLUCOSE TOLERANCE TEST (OGTT) 75 GRAMS
LAB1001,HLA - CLASS II DNA (DRB/DQB)
LAB10014,PAP SMEAR
LAB10022,ANTI-HAV IGG
LAB10024,(ANA) ANTI-NUCLEAR ANTIBODY
LAB10024,
LAB10025,ANTI-HAV IGM
LAB10028,C/S STOOL
LAB10029,THROAT SWAB C/S
LAB1003,ANTI HAV IGG (ELISA)
LAB10031,CA 153
LAB10032,CK-TOTAL
LAB10035,CYSTATIN C
LAB10038,FT3
LAB100388,FREE THRYOXINE FT3
LAB10040,MYCOBACTERIUM TUBERCULOSIS POLYMERASE CHAIN REACTION (MTB PCR) (LCP SEND-OUT)
LAB10042,GRAM STAINING
LAB10043,HBV-DNA (PCR METHOD)
LAB10049,X-RAY PELVIS AP
LAB10054,X-RAY HUMERUS AP/LAT
LAB10056,X-RAY FEMUR AP/LAT
LAB10068,RANDOM URINE POTASIUM
LAB10075,TOTAL PROTEIN CREATININE RATIO
LAB10077,TROPONIN I
LAB10096,COLON BIOPSY
LAB10097,STOMACH BIOPSY
LAB1010,ANTI HBE (ELISA)
LAB10100,PAP SMEAR
LAB10105,FECALYSIS STOOL EXAM
LAB1011,HBEAG (ELISA)
LAB10113,"24-HR HOLTER MONITOR STATION"
LAB101130,SARS COV2 PCR TEST
LAB1011323100,(DO NOT USE) SARS COVID ANTIGEN TEST
LAB10122,FNA WITH IMAGE
LAB10125,DRAINAGE OF SKIN ABSCESS
LAB101252,SERUM GLUTAMIC-OXALOACETIC TRANSAMINASE (SGOT)
LAB10130,DEBRIDE INFECTED SKIN
LAB10140,DEB MUSC/FASCIA 20 SQ CM/<
LAB10141,DEB BONE 20 SQ CM
LAB10177,BODY FLUID CELL COUNT & DIFFERENTIAL COUNT
LAB1018,BODY FLUIDS GROSS EXAM AND CELL COUNT
LAB10184,VAGINAL DISCHARGE CULTURE AND SENSITIVITY
LAB10193,TOTAL T4
LAB10194,TOTAL T3 (TRIIODOTHYRONINE)
LAB10198,RHEUMATOID FACTOR/ RHEUMATOID ARTHRITIS
LAB10200,HEPATITIS B SURFACE ANTIGEN TITER
LAB10204,ESTRADIOL/ESTROGEN
LAB10216,TROPONIN I
LAB10218,TOTAL CHOLESTEROL
LAB10219,TOTAL CALCIUM
LAB10221,SERUM AMMONIA
LAB10222,PHOSPHOROUS
LAB10224,RANDOM URINE CREATININE
LAB10229,GLYCOSYLATED HEMOGLOBIN
LAB102317,SERUM TOTAL CALCIUM
LAB102318,"DENGUE TEST (DENGUE NS1, DENGUE IGG, DENGUE IGM)"
LAB10232,CREATINE KINASE MB
LAB10246,REMOVAL SWEAT GLAND LESION
LAB1025,DENGUE EARLY RAPID TEST WITH DENGUE DUO
LAB10253,HEMODIALYSIS REGULAR
LAB10254,HEMODIALYSIS RE-USE PACKAGE
LAB10266,"24 HRS. URINE FOR PROTEIN"
LAB10274,"2D ECHO DOPPLER PEDIA"
LAB10277,ALKALINE PHOSPHATASE
LAB10277,
LAB1028,PAPS SMEAR (SURE PATH) WITH READING AND PROCESSING
LAB10280,ALPHA-FETO PROTEIN
LAB10281,ANA (ANTI NUCLEAR ANTI-BODY)
LAB10283,ANTI HAV IGG
LAB10284,ANTI HBE
LAB10288,ANTICARDIOLIPIN IGM
LAB10289,ANTI-CARDIOLIPIN-IGG
LAB10291,ANTI-CYCLIC CITRULLINATED PEPTIDE0-SO
LAB10299,"ANTI-SSB, OR SS-B/LA (SEND OUT)"
LAB10300,ANTI-THROMBIN III-SO
LAB10302,ANTI-TPO
LAB10309,BETA HUMAN CHORIONIC GONADOTROPIN
LAB10315,BLOOD TYPING/RH TYPING
LAB10316,BLOOD TYPING/RH TYPING-STAT
LAB10319,CA 15-3
LAB10322,CALCITONIN-SO
LAB1033,PTPA (TISSUE PLASMINOGEN ACTIVATOR)
LAB10335,CELL BLOCK & CELL CYTOLOGY
LAB103351,HC CELL BLOCK & CELL CYTOLOGY
LAB10339,CK 20 IHC
LAB1034,URINALYSIS (10 PARAMETERS)
LAB10340,CREATINE KINASE (CK 5/6) IHC
LAB10343,CARBON DIOXIDE (CO2)-SO
LAB10348,COOMBS TEST
LAB1035,URINE KOH
LAB10351,CPK-TOTAL
LAB10353,CROSS MATCHING
LAB10362,CYTOGENETICS-SO
LAB10368,DDIMER ASSAY
LAB10370,DENGUE NS1 AG (SOLO)
LAB10371,DENGUE VIRUS TEST/DENGUE TITER
LAB10379,DONOR AND ANTI BODY SCREENING
LAB10380,DRUG TEST (MET/THC)
LAB10385,ESTROGEN/PROGESTERONE (ER/PR) IHC
LAB10386,ER/PR/HER2 IHC
LAB10389,ERYTHROPOIETIN (SEND OUT)
LAB104,ANTI STREPTOLYSIN O (ASO) QUANTITATIVE
LAB1041,MAJOR CROSSMATCHING
LAB1041016,TOTAL CO2 (CARBON DIOXIDE)
LAB10418,WOUND DISCHARGE (CULTURE & SENSITIVITY)
LAB10422,URINE PROTEIN CREATININE RATIO (SEND OUT)
LAB10425,URINE CREATININE
LAB10427,URINE KETONE/URINARY KETONE
LAB10433,TROPONIN I
LAB10436,URINALYSIS - 10 PARA
LAB10436,
LAB10437,URINE CULTURE AND SENSITIVITY
LAB1044,BLOOD SCREENING
LAB10442,TOTAL IGE (IMMUNOGLOBULIN E) SO
LAB10443,THYROID-STIMULATING HORMONE ANTIBODY RECEPTOR (TSH-TRAB) (SEND OUT)
LAB10444,THROAT SWAB - GRAMSTAIN
LAB10450,G6PD DETERMINATION
LAB10451,GALACTOMAZAN ASSAY SO
LAB10452,GAMMA GLUTAMYL TRANSFERASE
LAB10452,
LAB10457,HBA1C
LAB10458,GRAM STAIN
LAB10459,HBE ANTIGEN
LAB104598,VAGINAL DISCHARGE GRAMSTAIN
LAB1046,ANTI-HBC (QUANTITATIVE)
LAB10463,HCV RNA SEND OUT
LAB10465,HEPATITIS PANEL
LAB10474,HLA-B27 TYPING (SEND OUT)
LAB1048,CHEMISTRY 7
LAB104821,(HE4) HUMAN EPIDIDYMIS PROTEIN 4
LAB10489,INFECTIOUS SCREENING
LAB10494,KATOKATZ SO
LAB10495,KI67 IHC
LAB104975,LDH
LAB1050,HBSAG (HEPATITIS B SURFACE ANTIGEN) II QUANTIFICATION
LAB1051,ESTRADIOL / ESTROGEN (ECLIA)
LAB10510,LOW DENSITY LIPOPROTEIN
LAB10521,NT-PRO BNP
LAB10522,OCCULT BLOOD-FECALYSIS
LAB10524,"ORAL GTT (GLUCOSE, TOLERANCE TEST) 2 EXTRACTION"
LAB10525,"ORAL GTT (GLUCOSE, TOLERANCE TEST) 3 EXTRACTION"
LAB10528,OTHER SPECIMENS (CULTURE & SENSITIVITY)
LAB10529,P63 IHC
LAB10530,PACKED RED BLOOD CELLS(UNIT FREE TTI''S SCREENING)
LAB10532,STOOL (CULTURE & SENSITIVITY)
LAB10533,"STORAGE/AGITATION(FFP, CRYO,PLATELET)"
LAB10536,T & B CELL ENUMERATION SO
LAB10538,T3-THYROID FUNCTION
LAB10539,T4-THYROID FUNCTION
LAB10542,TB ELISA SO
LAB10543,TUBERCULOSIS (TB) PCR SO
LAB10544,BILIRUBIN (B1B2)
LAB1054609,COVID 19 IGG ANTIBODY TESTING (ECLIA)
LAB10547,PARTIAL THROMBOPLASTIN TIME
LAB10550,PERIPHERAL SMEAR
LAB10556,PHOSPHOROUS
LAB10564,POTASSIUM
LAB10564,
LAB10566,PREGNANCY TEST
LAB105660,PREGNANCY TEST URINE
LAB10567,PROCALCITONIN LEVEL
LAB10569,PROLACTIN
LAB10571,PROSTATIC SPECIFIC ANTIGEN
LAB10576,PROTHROMBIN TIME
LAB10576,
LAB1057912,RANDOM BLOOD SUGAR - RBS
LAB1058,URINALYSIS WITH MICRAL TEST
LAB10583,RED BLOOD CELLS (RBC) INDICES
LAB1059,BICARBONATE (HCO3)
LAB10592,RETICULOCYTES COUNT
LAB10594,RHEUMATOID FACTOR (RA)
LAB10597,RUBELLA IGG
LAB10598,RUBELLA IGM
LAB10599,S100 IHC (IMMUNOHISTOCHEMISTRY)
LAB106,XRAY-LUMBOSACRAL AP LATERAL OBLIQUE
LAB10600,SCOTCH TAPE TECHNIQUE
LAB10608,SERUM IGA (SEND OUT)
LAB10612,SERUM IRON
LAB10613,SERUM KETONE
LAB10618,SGOT
LAB10619,SGPT (SERUM GLUTAMIC-PYRUVIC TRANSAMINASE)
LAB10622,SODIUM
LAB10625,SPERM ANALYSIS
LAB10626,SPUTUM (CULTURE & SENSITIVITY)
LAB10628,VDRL
LAB10632,EEG (DIGITAL)- ADULT
LAB10636,EMG\NCV (2 LIMBS)
LAB10637,ELECTROMYOGRAPHY/NERVE CONDUCTION VELOCITY (EMG\NCV) 4LIMBS
LAB10649,VIDEO EEG 8HRS
LAB1065,LIVER FUNCTION TEST - STAT
LAB1066,FNAB COLLECTION
LAB1067,CULTURE AND SENSITIVITY - BLOOD AND BODY FLUIDS
LAB10672,ESOPHAGOGASTRODUODENOSCOPY{ADD-ON)
LAB1068,"FASTING PANEL ((BUN, AST, CHOLESTEROL, CREATININE, URIC ACID, HDL, LDL, TRIG AND SBS)"
LAB107,ANTISTREPTOLYSIN O (ASO) TITER
LAB10701,MYCOBACTERIUM TUBERCULOSIS DETECTION WITH RIFAMPICIN ASSAY
LAB107011,"2 HOURS POST PRANDIAL BLOOD SUGAR"
LAB10702,TYPING ABO/RH (ADULT)
LAB10704,ANTIBODY SCREENING PATIENT
LAB10705,REVERSE TYPING FOR PLATELET APHERESIS
LAB10708,VITAMIN B12 (ECLIA)
LAB107112,ANTISTREPTOLYSIN O (ASO) TITER
LAB10712,SERUM PROTEIN
LAB10713,SGOT/ALT
LAB1071355,SGOT
LAB10714,AST (SGPT)
LAB10715,GAMMA GLUTAMYL TRANSFERASE (GGT)
LAB107250,XRAY HAND APO-L/UNILATERAL
LAB10768,"24 HOUR METANEPHRINES"
LAB1077,CREATININE RATIO
LAB108,MYCOPLASMA IGM
LAB1083,TRANSTUBULAR POTASSIUM GRADIENT (TTKG)
LAB1085,IMMUNOSTAIN CD3
LAB109,XRAY-PELVIC APL
LAB10901,LEPTOSPIRA TEST
LAB10913,BX BREAST PERCUT W/O IMAGE
LAB10917,EXCISE BREAST DUCT FISTULA
LAB10918,REMOVAL OF BREAST LESION
LAB10919,EXCISION BREAST LESION
LAB10929,PARTIAL MASTECTOMY
LAB10930,P-MASTECTOMY W/LN REMOVAL
LAB10931,MAST SIMPLE COMPLETE
LAB1094,EMG-LOWER EXTREMITIES
LAB10944,BREAST RECONSTRUCTION
LAB10946,BREAST RECONSTRUCTION
LAB1095,EMG-UPPER EXTREMITIES
LAB1096,CHIKUNGUNYA IGM
LAB10967,REMOVAL OF FOREIGN BODY
LAB1097,VESTIBULAR EVOKED MYOGENIC POTENTIAL (VEMP)
LAB10970,INJ TENDON SHEATH/LIGAMENT
LAB10974,DRAIN / INJ JOINT / BURSA WITHOUT US
LAB1098,ELECTROCOCHLEOGRAPHY (ECOG)
LAB1099,KI-67 ANTIBODY (MKI67)
LAB1100,RENAL PACKAGE
LAB11001,CULTURE AND SENSITIVITY (ABSCESS/DISCHARGE)
LAB1102,SAVE SMEAR
LAB1104,COMPREHENSIVE ANA PROFILE
LAB1107,ANTINUCLEAR ANTIBODIES (ANA) IMMUNOFLUORESCENCE
LAB11077,ANA IMMUNOFLUORESCENCE WITH DILATION
LAB1112,TISSUE CA 19-9
LAB111588,ARTERIAL VENOUS DUPLEX SCAN OF BILATERAL LOWER EXTREMITIES
LAB11177744,VCUG (VOIDING CYSTOURETROGRAM)
LAB11191,RANDOM URINE CREATININE
LAB1125,GALECTIN-3 (GAL-3)
LAB112602,"25 OH/ VITAMIN D ASSAY"
LAB1134,JAK 2 MUTATION PCR
LAB1134108,JAK-2 MUTATION
LAB1137,PATCH TEST
LAB1138,RANDOM URINE ALBUMIN/CREATINE RATIO
LAB11381,URINE ALBUMIN CREATENINE RATIO
LAB1140,ALDOSTERONE & RENIN
LAB1141,PROTHROMBIN TIME AND ACTIVATION
LAB1145,GENEXPERT (XPERT)
LAB1145255,"NASOPHARYNGEAL SWABS, OROPHARYNGEAL SWABS (NPS OPS) SWAB TEST"
LAB114555,SWAB TEST (RT-PCR)
LAB1147,DENGUE DUO NS1 (IGA) + IGG/IGM
LAB1148,CHIKUNGUNYA SCREENING TEST
LAB1154,"BHCG, SERUM (TROPHOBLASTIC TERATOGENIC)"
LAB1155,MYELODYSPLASTIC PANEL (FISH)
LAB1157,VITAMIN B12 – (SLMC) SEND OUT
LAB1160,"C-ANCA AND P-ANCA (PR3-ANCA/ANTINEUTROPHIL CYTOPLASMIC ANTIBODIES, AND PERINUCLEAR ANTI-NEUTROPHIL CYTOPLASMIC ANTIBODIES)"
LAB1161,CULTURE - THROAT SWAB
LAB11610,THROAT SWAB CS
LAB1163,CULTURE – URINE MICROBIOLOGY
LAB1165,PROTEIN URINE RANDOM
LAB1170,XRAY- SHOULDER SERIES
LAB1173,FINE NEEDLE ASPIRATION BIOPSY (FNAB 2-4 SLIDES)
LAB1176,G.I. PANEL
LAB1180,ANTI-TSH RECEPTOR ANTIBODIES (ANTI-TRAB)
LAB1182,SURGICAL BIOPSY WITH CELL BLOCK (MEDIUM)
LAB1183,AUTOMATED URINE ANALYSIS
LAB1184,BACTEC SENSITIVITY
LAB1185,ANTINUCLEAR ANTIBODIES (ELISA)
LAB1186,CULTURE ROUTINE;ANY OTHER SPECIMEN WITH GRAM STAIN
LAB1187,FISH HER-2 (FLUORESCENCE IN SITU HYBRIDIZATION - HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2)
LAB1189,PRE ECLAMPSIA PANEL
LAB1191,PERIPHERAL SMEAR EVALUATION
LAB1194,"LAB PACKAGE I (CBC, URINALYSIS, FECALYSIS)"
LAB1195,"LAB PACKAGE II (CBC, URINALYSIS, FECALYSIS, BUN, BUA, CREATININE, TOTAL CHOLESTEROL, FBS)"
LAB1197,TACROLIMUS TROUGH
LAB1200,CREATININE CLEARANCE - URINE
LAB1202,PROSTATE BIOPSY PACKAGE
LAB1208,"24 HOURS URINE METANEPHRINE"
LAB1212,CYA C2 BY CMIA
LAB1213,BCR-ABL BY QRT- PCR
LAB1216,CARBON DIOXIDE - CO2 (ENZYMATIC METHOD)
LAB1220,BCR/ABL FISH (FLUORESCENCE IN SITU HYBRIDIZATION)
LAB1221,NT PRO-BNP/CTNI
LAB1227,"PANEL 10 (CBC,PRE & POST DIALYSIS BUN,URR & KT./V,CREA,ALB,INORGANIC POSPH,URIC ACID,N,K,TOTAL CA)"
LAB123,URINALYSIS
LAB1230,GLYPICAN
LAB12312,URINALYSIS
LAB12312018,T3
LAB1233654,FOOT SCREENING
LAB1234,TISSUE MAMMAGLOBIN
LAB123467,GENEXPERT-MTB
LAB1235,"CREATININE ISOENZYMES; CK TOTAL CK-MM, CK-MB"
LAB1241,SURGICAL BIOPSY WITH CELL BLOCK (EXTRA LARGE)
LAB1244,BIOPSY (SOFT TISSUE MASS)
LAB12447889,TESTOSTERONE
LAB1245,HEPATITIS B SURFACE ANTIGEN (HBSAG) SCREENING
LAB1245879,KOH VAGINAL DISCHARGE
LAB124784,BLOOD CULTURE & SENSITIVITY
LAB125478,RAPID ANTI BODY TEST
LAB12587,IMMUNO STAINING FOR P63
LAB1270,HEMOGLOBIN HIGH PRECISION LQUID CHOMATOGRAPHY (HPLC)
LAB1273,POST PRANDIAL BLOOD SUGAR (AFTER A STANDARD GLUCOSE LOAD)
LAB1280,"DENGUE QUADRO (NS1, IGG, IGM, IGA)"
LAB1285,DENGUE TRIO
LAB1286,NAT SCREENING
LAB1287,ELECTRODE EMG MONOPOLAR PRO-37
LAB1288,FULL NIGHT SLEEP STUDY
LAB1290,KT ARTHROMETER
LAB1304,URINE CYTOLOGY/CELLBLOCK
LAB1306,SURGICAL BIOPSY WITH CELL BLOCK (LARGE)
LAB1307,SURGICAL BIOPSY WITH CELL BLOCK (SMALL)
LAB1308,ACID- FAST BACILLI (AFB) STAIN PACKAGE
LAB13142018,LEPTOSPIRA TEST (IGG IGM)
LAB1325,ABO/RH TYPING - TEST TUBE METHOD
LAB1334,MICRAL TEST (MICROALBUMIN) - RANDOM URINE
LAB1335,MICROALBUMIN (QUANTITATIVE)
LAB1336,CULTURE AND SENSITIVITY-SOM
LAB1337,DENGUE ANTIBODY CARD TEST
LAB1340,ALLERGY PANEL TEST (PANEL B)
LAB1341,TIBC + IRON + FERRITIN PACKAGE
LAB1342,CARBON DIOXIDE COMBINING POWER
LAB1345,BK VIRUS (BKV) QUANTITATIVE TEST
LAB1346,BREAST CANCER PAN2 (ER/PR/HER2)
LAB1348,CROSSMATCHING - TUBE METHOD
LAB1350,SURGICAL BIOPSY WITH CELL BLOCK (XXTRA LARGE)
LAB1351,CULTURE AND SENSITIVITY - BLOOD (ANAEROBIC)
LAB1352,CULTURE AND SENSITIVITY WITH ARD
LAB1353,VERTEBRAL FRACTURE ASSESSMENT (VFA)
LAB1357,TBDB
LAB1359,MALARIAL ANTIGEN
LAB1365,HISTOPATH  SMALL AND MEDIUM SIZED DIAG BIOPSIES
LAB1366,ADENOSINE DEAMINASE (ADA)
LAB1369,ORAL GLUCOSE TOLERANCE TEST (OGTT)/2 HR PPBS WITH GLUCOSE SOLN
LAB1370,ANTI-THYROGLOBULIN (RIA)
LAB1371,UROFLOWMETER WITH BLADDER SCAN
LAB1373,PAPS SMEAR/CYTOLOGY - 1 SMEAR
LAB1374,ALLERGY PANEL TEST (PANEL A)
LAB1390,GLAUCOMA PACKAGE
LAB1391,RENAL PANEL 1
LAB1392,RENAL PANEL 2
LAB1393,RENAL PANEL 3
LAB1394,RENAL PANEL 4
LAB1396,CHEM 7 ( CHEM 5+HDL+LDL)
LAB1397,CHEM 7 EXCEPT CREA
LAB1398,FLOW PRA
LAB1399,ANTI MICROSOMAL ANTIBODY
LAB1400,STOOL CONCENTRATION TECHNIQUE
LAB1401,VOIDING UROFLOWMETRY
LAB1402,"25 (OH) VITAMIN D"
LAB14025,"25 (OH) VITAMIN D LEVELS"
LAB1403,URINE AFB
LAB1404,ACTH STIMULATION TEST ONLY
LAB1408,SERUM SODIUM (NA)
LAB1408,
LAB1411,FOLIC ACID / FOLATE
LAB1412,VITAMIN B12 (ECLA)
